,district,state,thelink,year
112,Daman & Diu,DAMAN & DIU,index.php?action=show_candidates&constituency_id=372,2009
113,North Goa,GOA,index.php?action=show_candidates&constituency_id=186,2009
114,South Goa,GOA,index.php?action=show_candidates&constituency_id=187,2009
115,Ahmedabad East,GUJARAT,index.php?action=show_candidates&constituency_id=272,2009
116,Ahmedabad West,GUJARAT,index.php?action=show_candidates&constituency_id=273,2009
117,Amreli,GUJARAT,index.php?action=show_candidates&constituency_id=279,2009
118,Anand,GUJARAT,index.php?action=show_candidates&constituency_id=281,2009
119,Banaskantha BANASKANTHA : BYE-ELECTION ON 2-06-2013,GUJARAT,index.php?action=show_candidates&constituency_id=267,2009
120,Bardoli,GUJARAT,index.php?action=show_candidates&constituency_id=288,2009
121,Bharuch,GUJARAT,index.php?action=show_candidates&constituency_id=287,2009
122,Bhavnagar,GUJARAT,index.php?action=show_candidates&constituency_id=280,2009
123,Chhota Udaipur,GUJARAT,index.php?action=show_candidates&constituency_id=286,2009
124,Dahod,GUJARAT,index.php?action=show_candidates&constituency_id=284,2009
125,Gandhinagar,GUJARAT,index.php?action=show_candidates&constituency_id=271,2009
126,Jamnagar,GUJARAT,index.php?action=show_candidates&constituency_id=277,2009
127,Junagadh,GUJARAT,index.php?action=show_candidates&constituency_id=278,2009
128,Kachchh,GUJARAT,index.php?action=show_candidates&constituency_id=266,2009
129,Kheda,GUJARAT,index.php?action=show_candidates&constituency_id=282,2009
130,Mahesana,GUJARAT,index.php?action=show_candidates&constituency_id=269,2009
131,Navsari,GUJARAT,index.php?action=show_candidates&constituency_id=290,2009
132,Panchmahal,GUJARAT,index.php?action=show_candidates&constituency_id=283,2009
133,Patan,GUJARAT,index.php?action=show_candidates&constituency_id=268,2009
134,Porbandar PORBANDAR : BYE-ELECTION ON 2-06-2013,GUJARAT,index.php?action=show_candidates&constituency_id=276,2009
135,Rajkot,GUJARAT,index.php?action=show_candidates&constituency_id=275,2009
136,Sabarkantha,GUJARAT,index.php?action=show_candidates&constituency_id=270,2009
137,Surat,GUJARAT,index.php?action=show_candidates&constituency_id=289,2009
138,Surendranagar,GUJARAT,index.php?action=show_candidates&constituency_id=274,2009
139,Vadodara,GUJARAT,index.php?action=show_candidates&constituency_id=285,2009
140,Valsad,GUJARAT,index.php?action=show_candidates&constituency_id=291,2009
141,Ambala,HARYANA,index.php?action=show_candidates&constituency_id=376,2009
142,Bhiwani-Mahendragarh,HARYANA,index.php?action=show_candidates&constituency_id=383,2009
143,Faridabad,HARYANA,index.php?action=show_candidates&constituency_id=385,2009
144,Gurgaon,HARYANA,index.php?action=show_candidates&constituency_id=384,2009
145,Hisar HISAR :BYE-ELECTION ON 13-10-2011,HARYANA,index.php?action=show_candidates&constituency_id=379,2009
146,Karnal,HARYANA,index.php?action=show_candidates&constituency_id=380,2009
147,Kurukshetra,HARYANA,index.php?action=show_candidates&constituency_id=377,2009
148,Rohtak,HARYANA,index.php?action=show_candidates&constituency_id=382,2009
149,Sirsa,HARYANA,index.php?action=show_candidates&constituency_id=378,2009
150,Sonipat,HARYANA,index.php?action=show_candidates&constituency_id=381,2009
151,Hamirpur,HIMACHAL PRADESH,index.php?action=show_candidates&constituency_id=460,2009
152,Kangra,HIMACHAL PRADESH,index.php?action=show_candidates&constituency_id=458,2009
153,Mandi MANDI : BYE-ELECTION ON 23-06-2013,HIMACHAL PRADESH,index.php?action=show_candidates&constituency_id=459,2009
154,Shimla,HIMACHAL PRADESH,index.php?action=show_candidates&constituency_id=461,2009
155,Anantnag,JAMMU & KASHMIR,index.php?action=show_candidates&constituency_id=314,2009
156,Baramulla,JAMMU & KASHMIR,index.php?action=show_candidates&constituency_id=462,2009
157,Jammu,JAMMU & KASHMIR,index.php?action=show_candidates&constituency_id=41,2009
158,Ladakh,JAMMU & KASHMIR,index.php?action=show_candidates&constituency_id=463,2009
159,Srinagar,JAMMU & KASHMIR,index.php?action=show_candidates&constituency_id=386,2009
160,Udhampur,JAMMU & KASHMIR,index.php?action=show_candidates&constituency_id=188,2009
161,Chatra,JHARKHAND,index.php?action=show_candidates&constituency_id=117,2009
162,Dhanbad,JHARKHAND,index.php?action=show_candidates&constituency_id=261,2009
163,Dumka,JHARKHAND,index.php?action=show_candidates&constituency_id=258,2009
164,Giridih,JHARKHAND,index.php?action=show_candidates&constituency_id=260,2009
165,Godda,JHARKHAND,index.php?action=show_candidates&constituency_id=259,2009
166,Hazaribagh,JHARKHAND,index.php?action=show_candidates&constituency_id=122,2009
167,Jamshedpur JAMSHEDPUR :BYE-ELECTION 01-07-2011,JHARKHAND,index.php?action=show_candidates&constituency_id=263,2009
168,Khunti,JHARKHAND,index.php?action=show_candidates&constituency_id=119,2009
169,Kodarma,JHARKHAND,index.php?action=show_candidates&constituency_id=118,2009
170,Lohardaga,JHARKHAND,index.php?action=show_candidates&constituency_id=120,2009
171,Palamau,JHARKHAND,index.php?action=show_candidates&constituency_id=121,2009
172,Rajmahal,JHARKHAND,index.php?action=show_candidates&constituency_id=257,2009
173,Ranchi,JHARKHAND,index.php?action=show_candidates&constituency_id=262,2009
174,Singhbhum,JHARKHAND,index.php?action=show_candidates&constituency_id=264,2009
175,Bagalkot,KARNATAKA,index.php?action=show_candidates&constituency_id=292,2009
176,Bangalore Central,KARNATAKA,index.php?action=show_candidates&constituency_id=138,2009
177,Bangalore North,KARNATAKA,index.php?action=show_candidates&constituency_id=137,2009
178,Bangalore Rural BANGALORE RURAL : BYE- ELECTION ON 21-08-2013,KARNATAKA,index.php?action=show_candidates&constituency_id=136,2009
179,Bangalore South,KARNATAKA,index.php?action=show_candidates&constituency_id=139,2009
180,Belgaum,KARNATAKA,index.php?action=show_candidates&constituency_id=126,2009
181,Bellary,KARNATAKA,index.php?action=show_candidates&constituency_id=132,2009
182,Bidar,KARNATAKA,index.php?action=show_candidates&constituency_id=130,2009
183,Bijapur,KARNATAKA,index.php?action=show_candidates&constituency_id=127,2009
184,Chamarajanagar,KARNATAKA,index.php?action=show_candidates&constituency_id=302,2009
185,Chikkballapur,KARNATAKA,index.php?action=show_candidates&constituency_id=140,2009
186,Chikkodi,KARNATAKA,index.php?action=show_candidates&constituency_id=125,2009
187,Chitradurga,KARNATAKA,index.php?action=show_candidates&constituency_id=134,2009
188,Dakshina Kannada,KARNATAKA,index.php?action=show_candidates&constituency_id=299,2009
189,Davanagere,KARNATAKA,index.php?action=show_candidates&constituency_id=295,2009
190,Dharwad,KARNATAKA,index.php?action=show_candidates&constituency_id=294,2009
191,Gulbarga,KARNATAKA,index.php?action=show_candidates&constituency_id=128,2009
192,Hassan,KARNATAKA,index.php?action=show_candidates&constituency_id=298,2009
193,Haveri,KARNATAKA,index.php?action=show_candidates&constituency_id=293,2009
194,Kolar,KARNATAKA,index.php?action=show_candidates&constituency_id=141,2009
195,Koppal,KARNATAKA,index.php?action=show_candidates&constituency_id=131,2009
196,Mandya MANDYA : BYE- ELECTION ON 21-08-2013,KARNATAKA,index.php?action=show_candidates&constituency_id=300,2009
197,Mysore,KARNATAKA,index.php?action=show_candidates&constituency_id=301,2009
198,Raichur,KARNATAKA,index.php?action=show_candidates&constituency_id=129,2009
199,Shimoga,KARNATAKA,index.php?action=show_candidates&constituency_id=296,2009
200,Tumkur,KARNATAKA,index.php?action=show_candidates&constituency_id=135,2009
201,Udupi Chikmagalur UDUPI CHIKMAGALUR :BYE-ELECTION ON 18-03-2012,KARNATAKA,index.php?action=show_candidates&constituency_id=297,2009
202,Uttara Kannada,KARNATAKA,index.php?action=show_candidates&constituency_id=133,2009
203,Alappuzha,KERALA,index.php?action=show_candidates&constituency_id=56,2009
204,Alathur,KERALA,index.php?action=show_candidates&constituency_id=50,2009
205,Attingal,KERALA,index.php?action=show_candidates&constituency_id=60,2009
206,Chalakudy,KERALA,index.php?action=show_candidates&constituency_id=52,2009
207,Ernakulam,KERALA,index.php?action=show_candidates&constituency_id=53,2009
208,Idukki,KERALA,index.php?action=show_candidates&constituency_id=54,2009
209,Kannur,KERALA,index.php?action=show_candidates&constituency_id=43,2009
210,Kasaragod,KERALA,index.php?action=show_candidates&constituency_id=42,2009
211,Kollam,KERALA,index.php?action=show_candidates&constituency_id=59,2009
212,Kottayam,KERALA,index.php?action=show_candidates&constituency_id=55,2009
213,Kozhikode,KERALA,index.php?action=show_candidates&constituency_id=46,2009
214,Malappuram,KERALA,index.php?action=show_candidates&constituency_id=47,2009
215,Mavelikkara,KERALA,index.php?action=show_candidates&constituency_id=57,2009
216,Palakkad,KERALA,index.php?action=show_candidates&constituency_id=49,2009
217,Pathanamthitta,KERALA,index.php?action=show_candidates&constituency_id=58,2009
218,Ponnani,KERALA,index.php?action=show_candidates&constituency_id=48,2009
219,Thiruvananthapuram,KERALA,index.php?action=show_candidates&constituency_id=61,2009
220,Thrissur,KERALA,index.php?action=show_candidates&constituency_id=51,2009
221,Vadakara,KERALA,index.php?action=show_candidates&constituency_id=44,2009
222,Wayanad,KERALA,index.php?action=show_candidates&constituency_id=45,2009
223,Lakshadweep,LAKSHADWEEP,index.php?action=show_candidates&constituency_id=124,2009
224,Balaghat,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=196,2009
225,Betul,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=201,2009
226,Bhind,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=316,2009
227,Bhopal,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=200,2009
228,Chhindwara,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=197,2009
229,Damoh,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=321,2009
230,Dewas,MADHYA PRADESH,index.php?action=show_candidates&constituency_id=323,2009
