,age,CrimCases,Educ,Gender,ipclist,immov_total,mov_total,Name,nr_cases,pan,party,serious_cases,total_assets,total_liab,cons_id,consistuency,district,election,cand_id,cand_link,win,assets_old1,increase,name2,new_id,old_id,pct_change,elec_link,elec_link_old,assets_old2,liab_old2,year_prev_elect,win_prev_elect,tot_wins,incumbent,Cogniz,Convict,Framed,bonds,cash,accounts,jewels,insurance,vehicles,postal,other_mov,agri,commercial,nonagri,others,resid,Educ_clean,state
36503,45.0,True,Graduate Professional,M,"[u'Murder(302)', u' voluntarily causing grievous hurt(325)', u'Theft in dwelling house, etc.(380)', u'Abettor present when offence is committed(114)', u'Punishment of criminal conspiracy(120B)', u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Wantonly giving provocation with intent to cause riot-if rioting be committed-if not committed(153)', u'Assault or criminal force to deter public servant from discharge of his duty(353)', u'Mischief causing damage to the amount of fifty rupees(427)', u'Mischief by destroying or moving, etc., a land- mark fixed by public authority Mischief by fire or explosive substance with intent to cause damage to amount of one hundred or (in case of agricultural produce) ten rupees(435)', u'Mischief by fire or explosive substance with intent to destroy house, etc.(436)', u' criminal trespass(447)', u' house-trespass(448)', u' criminal intimidation(506)']",1734000,1332949,Samir Kumar Panja,3.0,Y,AITC,3.0,3066949,688590,193,Udaynarayanpur,Howrah,westbengal2011,892,http://myneta.info/westbengal2011/candidate.php?candidate_id=892,True,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=892,http://myneta.info/wb2006/candidate.php?candidate_id=234,1083376.0,479210.0,2006.0,0.0,0.0,False,3.0,,,,7300.0,934249.0,,,,248000.0,124000.0,13000.0,,256000.0,,1000000.0,Grad,WestBengal
36506,46.0,True,Graduate,M,"[u'Punishment(143)', u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Obstructing public servant in discharge of public functions(186)', u'Danger or obstruction in public way or line of navigation(283)', u' voluntarily causing hurt(323)', u'Voluntarily causing hurt to deter public servant from his duty(332)', u'Voluntarily causing grievous hurt to deter public servant from his duty(333)', u' wrongful restraint(341)', u'Assault or criminal force to deter public servant from discharge of his duty(353)', u'Mischief causing damage to the amount of fifty rupees(427)', u' criminal intimidation(506)']",739680,1272000,Pulak Roy,3.0,Y,AITC,0.0,2011680,525292,189,Uluberia Dakshin,Howrah,westbengal2011,875,http://myneta.info/westbengal2011/candidate.php?candidate_id=875,True,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=875,http://myneta.info/wb2006/candidate.php?candidate_id=214,706675.0,533725.0,2006.0,0.0,0.0,False,3.0,,,,48865.5,221588.5,52000.0,10000.0,52435.0,94211.0,200000.0,,,,14500.0,725180.0,Grad,WestBengal
36525,62.0,True,Graduate,M,[],720000,535667,Deba Prasad Roy,1.0,Y,INC,0.0,1255667,3001464,12,Alipurduars,Jalpaiguri,westbengal2011,32,http://myneta.info/westbengal2011/candidate.php?candidate_id=32,True,4766476.0,-3510809.0,Deba Prasad Roy,32.0,39.0,-74.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=32,http://myneta.info/wb2006/candidate.php?candidate_id=39,4766476.0,2360076.0,2006.0,1.0,1.0,True,,1.0,,,12000.0,415667.36,20000.0,300000.0,,,89000.0,,,0.0,,720000.0,Grad,WestBengal
36543,52.0,False,Post Graduate,M,[],2500000,1464537,Gobinda Chandra Roy,0.0,Y,AIFB,0.0,3964537,541658,17,Jalpaiguri (Sc),Jalpaiguri,westbengal2011,41,http://myneta.info/westbengal2011/candidate.php?candidate_id=41,False,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=41,http://myneta.info/wb2006/candidate.php?candidate_id=40,706740.0,0.0,2006.0,0.0,0.0,False,,,,132000.0,17000.0,59667.39,,2044014.0,,52000.0,164000.0,0.0,,900000.0,,1600000.0,Post_Grad,WestBengal
36552,58.0,True,12th Pass,M,"[u'Punishment(143)', u'Danger or obstruction in public way or line of navigation(283)']",0,463890,Paban Kumar Lakra,1.0,Y,AITC,0.0,463890,90911,11,Kalchini (St),Jalpaiguri,westbengal2011,30,http://myneta.info/westbengal2011/candidate.php?candidate_id=30,False,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=30,http://myneta.info/wb2006/candidate.php?candidate_id=22,39690.0,83968.0,2006.0,0.0,0.0,False,1.0,,,,15000.0,285890.27,70000.0,,,,108000.0,,,,,,HS,WestBengal
36556,58.0,False,12th Pass,M,[],450000,32600,Eliash Narjinary,0.0,Y,BSP,0.0,482600,0,10,Kumargram (St),Jalpaiguri,westbengal2011,233,http://myneta.info/westbengal2011/candidate.php?candidate_id=233,False,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=233,http://myneta.info/ls2009/candidate.php?candidate_id=4784,1557000.0,0.0,2009.0,0.0,0.0,False,,,,,10000.0,2600.0,20000.0,,,,,350000.0,,200000.0,,100000.0,HS,WestBengal
36563,62.0,False,10th Pass,F,[],700000,37223,Kumari Kujur,0.0,Y,RSP,0.0,737223,143000,14,Madarihat (St),Jalpaiguri,westbengal2011,35,http://myneta.info/westbengal2011/candidate.php?candidate_id=35,True,664868.0,72355.0,Kumari Kujur,35.0,27.0,11.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=35,http://myneta.info/wb2006/candidate.php?candidate_id=27,664868.0,77942.0,2006.0,1.0,1.0,True,,,,,20000.0,17223.0,,,,,,,,200000.0,,500000.0,Primary,WestBengal
36579,54.0,False,Graduate,M,[],2150000,731647,Anadi Kumar Sahu,0.0,Y,CPM,0.0,2881647,0,175,Beleghata,Kolkata North,westbengal2011,772,http://myneta.info/westbengal2011/candidate.php?candidate_id=772,False,2025220.0,856427.0,Anadi Kumar Sahu,772.0,247.0,42.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=772,http://myneta.info/wb2006/candidate.php?candidate_id=247,2025220.0,0.0,2006.0,1.0,1.0,True,,,,,7300.0,576891.0,,40000.0,,,147455.0,150000.0,,100000.0,,1900000.0,Grad,WestBengal
36586,46.0,False,Doctorate,M,[],0,1965940,Debesh Das,0.0,Y,CPM,0.0,1965940,0,174,Entally,Kolkata North,westbengal2011,769,http://myneta.info/westbengal2011/candidate.php?candidate_id=769,False,1682729.0,283211.0,Debesh Das,769.0,241.0,17.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=769,http://myneta.info/wb2006/candidate.php?candidate_id=241,1682729.0,53435.0,2006.0,1.0,1.0,False,,,,20000.0,27925.0,781269.0,,,,736446.0,400000.0,,,,,0.0,Post_Grad,WestBengal
36596,55.0,False,Post Graduate,F,[],0,3316789,Mala Saha,0.0,Y,AITC,0.0,3316789,470000,179,Kashipur-Belgachia,Kolkata North,westbengal2011,784,http://myneta.info/westbengal2011/candidate.php?candidate_id=784,True,1415519.0,1901270.0,Mala Saha,784.0,275.0,134.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=784,http://myneta.info/wb2006/candidate.php?candidate_id=275,1415519.0,235070.0,2006.0,1.0,1.0,True,,,,,65979.0,1371054.0,430000.0,1089756.0,470000.0,315000.0,200000.0,,,,,0.0,Post_Grad,WestBengal
36601,60.0,False,Graduate Professional,M,[],10157500,13241356,Sadhan Pande,0.0,Y,AITC,0.0,23398856,0,178,Maniktala,Kolkata North,westbengal2011,782,http://myneta.info/westbengal2011/candidate.php?candidate_id=782,True,12879105.0,10519751.0,Sadhan Pande,782.0,249.0,82.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=782,http://myneta.info/wb2006/candidate.php?candidate_id=249,12879105.0,964554.0,2006.0,1.0,1.0,True,,,,2352318.54,81222.64,920571.8,,2429944.0,4076242.0,840217.53,2515840.0,175000.0,3480000.0,200000.0,,4160000.0,Grad,WestBengal
36603,61.0,False,12th Pass,M,[],0,2201839,Jiban Prakash Saha,0.0,Y,AIFB,0.0,2201839,0,177,Shyampukur,Kolkata North,westbengal2011,779,http://myneta.info/westbengal2011/candidate.php?candidate_id=779,False,810569.0,1391270.0,Jiban Prakash Saha,779.0,259.0,172.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=779,http://myneta.info/wb2006/candidate.php?candidate_id=259,810569.0,0.0,2006.0,1.0,1.0,True,,,,,26882.0,629955.0,286000.0,410000.0,,905000.0,330000.0,,,,,,HS,WestBengal
36607,64.0,True,Post Graduate,M,"[u' voluntarily causing grievous hurt(325)', u'Acts done by several persons in furtherance of common intention(34)', u' wrongful restraint(341)', u' defamation(500)', u'Printing or engraving matter known to be defamatory(501)']",2800000,2743848,Subrata Mukherjee,2.0,Y,AITC,1.0,5543848,0,172,Ballygunge,Kolkata South,westbengal2011,798,http://myneta.info/westbengal2011/candidate.php?candidate_id=798,True,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=798,http://myneta.info/ls2009/candidate.php?candidate_id=4895,1894341.0,0.0,2009.0,0.0,0.0,False,2.0,,,,88000.0,1943848.0,200000.0,,,,512000.0,,,,300000.0,2500000.0,Post_Grad,WestBengal
36610,53.0,False,Post Graduate,M,[],21297110,22525735,Narayan Prasad Jain,0.0,Y,CPM,0.0,43822845,3259505,170,Bhabanipur,Kolkata South,westbengal2011,791,http://myneta.info/westbengal2011/candidate.php?candidate_id=791,False,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=791,http://myneta.info/wb2006/candidate.php?candidate_id=270,23787888.0,0.0,2006.0,0.0,0.0,False,,,,7397869.0,107777.0,10412384.0,255928.0,,3159082.0,,755273.0,,,150000.0,1147110.0,20000000.0,Post_Grad,WestBengal
36612,60.0,False,Graduate Professional,M,[],2900000,4021371,Subrata Bakshi,0.0,Y,AITC,0.0,6921371,33363,170,Bhabanipur,Kolkata South,westbengal2011,790,http://myneta.info/westbengal2011/candidate.php?candidate_id=790,True,2914992.0,4006379.0,Subrata Bakshi,790.0,269.0,137.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=790,http://myneta.info/wb2006/candidate.php?candidate_id=269,2914992.0,0.0,2006.0,1.0,3.0,False,,,,,5000.0,2344371.0,382000.0,,,1200000.0,90000.0,,,400000.0,,2500000.0,Grad,WestBengal
36614,47.0,False,Post Graduate,M,[],11000000,1121589,Moinuddin Shams,0.0,Y,AIFB,0.0,12121589,4125000,169,Kokata Port,Kolkata South,westbengal2011,787,http://myneta.info/westbengal2011/candidate.php?candidate_id=787,False,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=787,http://myneta.info/wb2006/candidate.php?candidate_id=272,2594615.0,800000.0,2006.0,0.0,0.0,False,,,,,35000.0,1056589.0,,,,30000.0,,,2500000.0,,,,Post_Grad,WestBengal
36616,67.0,False,12th Pass,M,[],9000000,1303451,Ram Pyare Ram ,0.0,Y,IND,0.0,10303451,43000,169,Kokata Port,Kolkata South,westbengal2011,1317,http://myneta.info/westbengal2011/candidate.php?candidate_id=1317,False,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=1317,http://myneta.info/wb2006/candidate.php?candidate_id=271,2164500.0,0.0,2006.0,1.0,1.0,True,,,,,93000.0,45451.83,1080000.0,,40000.0,,45000.0,,,5000000.0,,4000000.0,HS,WestBengal
36619,67.0,False,Graduate Professional,M,[],4701500,3366704,Sobhandeb Chattopadhyay,0.0,Y,AITC,0.0,8068204,0,171,Rashbehari,Kolkata South,westbengal2011,795,http://myneta.info/westbengal2011/candidate.php?candidate_id=795,True,2562518.0,5505686.0,Sobhandeb Chattopadhyay,795.0,257.0,215.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=795,http://myneta.info/wb2006/candidate.php?candidate_id=257,2562518.0,0.0,2006.0,1.0,1.0,True,,,,,13846.0,1332753.0,450000.0,376665.0,,1517500.0,126000.0,,,,,1135000.0,Grad,WestBengal
36629,53.0,True,Graduate Professional,M,"[u'Murder(302)', u' voluntarily causing grievous hurt(325)', u'Acts done by several persons in furtherance of common intention(34)', u'Punishment of criminal conspiracy(120B)', u' rioting(147)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u' voluntarily causing hurt(323)', u'Causing grievous hurt by act endangering life or personal safety of others(338)', u' wrongful restraint(341)', u'Assault or criminal force to deter public servant from discharge of his duty(353)', u'Mischief causing damage to the amount of fifty rupees(427)', u' house-trespass(448)', u' criminal intimidation(506)']",585800,1018362,Krishnendu Narayan Choudhury,6.0,Y,INC,2.0,1604162,14248,51,English Bazar,Malda,westbengal2011,107,http://myneta.info/westbengal2011/candidate.php?candidate_id=107,True,2470289.0,-866127.0,Krishnendu Narayan Choudhury,107.0,283.0,-35.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=107,http://myneta.info/wb2006/candidate.php?candidate_id=283,2470289.0,0.0,2006.0,1.0,2.0,False,6.0,,,,25000.0,102737.47,,386625.0,,,504000.0,80000.0,,,,0.0,Grad,WestBengal
36639,56.0,False,Graduate,M,[],1824000,3161423,Khagen Murmu,0.0,Y,CPM,0.0,4985423,48910,43,Habibpur (St),Malda,westbengal2011,91,http://myneta.info/westbengal2011/candidate.php?candidate_id=91,True,757001.0,4228422.0,Khagen Murmu,91.0,277.0,559.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=91,http://myneta.info/wb2006/candidate.php?candidate_id=277,757001.0,0.0,2006.0,1.0,1.0,True,,,,,12950.0,572472.0,325000.0,1610000.0,,1692.0,141000.0,1390000.0,,20000.0,,150000.0,Grad,WestBengal
36659,50.0,False,10th Pass,F,[],550000,670213,Sabitri Mitra,0.0,Y,AITC,0.0,1220213,6391,49,Manickchak,Malda,westbengal2011,104,http://myneta.info/westbengal2011/candidate.php?candidate_id=104,True,1647179.0,-426966.0,Sabitri Mitra,104.0,287.0,-26.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=104,http://myneta.info/wb2006/candidate.php?candidate_id=287,1647179.0,0.0,2006.0,1.0,1.0,True,,,,,25000.0,235213.0,200000.0,,,,210000.0,300000.0,,,,100000.0,Primary,WestBengal
36669,70.0,False,Graduate,M,[],5275000,2935495,Sailen Sarkar ,0.0,Y,CPM,0.0,8210495,0,48,Ratua,Malda,westbengal2011,101,http://myneta.info/westbengal2011/candidate.php?candidate_id=101,False,5040768.0,3169727.0,Sailen Sarkar,101.0,289.0,63.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=101,http://myneta.info/wb2006/candidate.php?candidate_id=289,5040768.0,0.0,2006.0,1.0,1.0,False,,,,,1500.0,440626.0,,,,2399500.0,220000.0,,,,,5275000.0,Grad,WestBengal
36678,57.0,True,Graduate,M,"[u'Attempt to murder(307)', u'Unlawful assembly(141)', u'Being member of unlawful assembly(142)', u'Punishment(143)', u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Obstructing public servant in discharge of public functions(186)', u'Voluntarily causing hurt to deter public servant from his duty(332)', u'Voluntarily causing grievous hurt to deter public servant from his duty(333)', u' wrongful restraint(341)', u'Assault or criminal force to deter public servant from discharge of his duty(353)', u' criminal intimidation(506)']",800000,567028,Manoj Chakraborty,4.0,Y,INC,1.0,1367028,68506,72,Baharampur,Murshidabad,westbengal2011,307,http://myneta.info/westbengal2011/candidate.php?candidate_id=307,True,744624.0,622404.0,Manoj Chakraborty,307.0,309.0,84.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=307,http://myneta.info/wb2006/candidate.php?candidate_id=309,744624.0,200000.0,2006.0,1.0,1.0,True,4.0,,,,115000.0,226778.0,,25250.0,,,200000.0,,,,,800000.0,Grad,WestBengal
36704,58.0,False,Post Graduate,M,[],1200000,4439726,Anisur Rahaman Sarkar,0.0,Y,CPM,0.0,5639726,0,75,Domkal,Murshidabad,westbengal2011,313,http://myneta.info/westbengal2011/candidate.php?candidate_id=313,True,3195000.0,2444726.0,Anisur Rahaman Sarkar,313.0,315.0,77.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=313,http://myneta.info/wb2006/candidate.php?candidate_id=315,3195000.0,0.0,2006.0,1.0,1.0,False,,,,,8000.0,3699384.0,,,,432350.0,300000.0,600000.0,,2000000.0,,1200000.0,Post_Grad,WestBengal
36717,48.0,True,10th Pass,M,"[u' voluntarily causing grievous hurt(325)', u'Voluntarily causing grievous hurt by dangerous weapons or means(326)', u' theft(379)', u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u'Causing hurt by act endangering life or personal safety of others(337)', u'Causing grievous hurt by act endangering life or personal safety of others(338)', u'Mischief causing damage to the amount of fifty rupees(427)']",5100000,2425000,Mainul Haque,2.0,Y,INC,3.0,7525000,300000,55,Farakka,Murshidabad,westbengal2011,267,http://myneta.info/westbengal2011/candidate.php?candidate_id=267,True,2501400.0,5023600.0,Mainul Haque,267.0,299.0,201.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=267,http://myneta.info/wb2006/candidate.php?candidate_id=299,2501400.0,345445.0,2006.0,1.0,1.0,True,2.0,,,,20000.0,266042.0,1225000.0,300000.0,,,480000.0,1500000.0,,100000.0,,3500000.0,Primary,WestBengal
36723,52.0,False,Post Graduate,M,[],1465000,269183,Insar Ali Biswas,0.0,Y,CPM,0.0,1734183,0,73,Hariharpara,Murshidabad,westbengal2011,310,http://myneta.info/westbengal2011/candidate.php?candidate_id=310,True,1069300.0,664883.0,Insar Ali Biswas,310.0,311.0,62.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=310,http://myneta.info/wb2006/candidate.php?candidate_id=311,1069300.0,100000.0,2006.0,1.0,1.0,True,,,,,20000.0,89183.06,,205000.0,,,165000.0,460000.0,,300000.0,,670000.0,Post_Grad,WestBengal
36725,60.0,False,8th Pass,M,[],7209616,813791,Niamot Sheikh,0.0,Y,AITC,0.0,8023407,517865,73,Hariharpara,Murshidabad,westbengal2011,309,http://myneta.info/westbengal2011/candidate.php?candidate_id=309,False,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=309,http://myneta.info/wb2006/candidate.php?candidate_id=312,8806067.0,623875.0,2006.0,0.0,0.0,False,,,,,148659.88,170192.43,336338.0,1500000.0,600000.0,,201111.0,,,0.0,,7209616.0,Primary,WestBengal
36756,60.0,False,Post Graduate,M,[],4727000,1331633,Abu Hena,0.0,Y,INC,0.0,6058633,0,61,Lalgola,Murshidabad,westbengal2011,283,http://myneta.info/westbengal2011/candidate.php?candidate_id=283,True,2439264.0,3619369.0,Abu Hena,283.0,325.0,148.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=283,http://myneta.info/wb2006/candidate.php?candidate_id=325,2439264.0,9602.0,2006.0,1.0,1.0,True,,,,107269.5,21500.0,866763.35,119000.0,,,80000.0,117600.0,480000.0,805000.0,0.0,,3442000.0,Post_Grad,WestBengal
36779,50.0,False,12th Pass,M,[],3060000,1387560,Abul Hasnat,0.0,Y,RSP,0.0,4447560,0,59,Raghunathganj,Murshidabad,westbengal2011,279,http://myneta.info/westbengal2011/candidate.php?candidate_id=279,False,3181826.0,1265734.0,Abul Hasnat,279.0,327.0,40.0,http://myneta.info/westbengal2011/candidate.php?candidate_id=279,http://myneta.info/wb2006/candidate.php?candidate_id=327,3181826.0,0.0,2006.0,1.0,1.0,True,,,,,86518.0,169866.0,93691.0,205040.0,53685.0,198757.0,580000.0,1300000.0,,60000.0,,1700000.0,HS,WestBengal
36836,57.0,False,Post Graduate,M,[],4100000,2450602,Nasiruddin Ahamed,0.0,Y,AITC,0.0,6550602,473500,80,Kaliganj,Nadia,westbengal2011,363,http://myneta.info/westbengal2011/candidate.php?candidate_id=363,True,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=363,http://myneta.info/wb2006/candidate.php?candidate_id=360,6393430.0,470000.0,2006.0,0.0,0.0,False,,,,822752.0,85000.0,117000.0,200000.0,1010850.0,,,215000.0,2100000.0,1000000.0,,,1000000.0,Post_Grad,WestBengal
36842,70.0,False,Doctorate,M,[],4120000,1774561,Dr. Ramendra Nath Biswas,0.0,Y,AITC,0.0,5894561,250000,92,Kalyani (Sc),Nadia,westbengal2011,322,http://myneta.info/westbengal2011/candidate.php?candidate_id=322,True,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=322,http://myneta.info/wb2006/candidate.php?candidate_id=346,1794829.0,0.0,2006.0,0.0,0.0,False,,,,,230000.0,406660.0,135000.0,56401.0,,346500.0,600000.0,2920000.0,,200000.0,,1000000.0,Post_Grad,WestBengal
36859,56.0,True,12th Pass,M,"[u'Murder(302)', u'Voluntarily causing hurt by dangerous weapons or means(324)', u' voluntarily causing grievous hurt(325)', u'Voluntarily causing grievous hurt by dangerous weapons or means(326)', u' theft(379)', u'Acts done by several persons in furtherance of common intention(34)', u' rioting(147)', u'Rioting, armed with deadly weapon(148)', u'Every member of unlawful assembly guilty of offence committed in prosecution of common object(149)', u' voluntarily causing hurt(323)', u' wrongful restraint(341)', u'Mischief causing damage to the amount of fifty rupees(427)', u'Mischief by fire or explosive substance with intent to destroy house, etc.(436)', u' criminal intimidation(506)']",1700000,45000,Sushil Biswas,9.0,Y,AITC,6.0,1745000,20000,88,Krishnaganj (Sc),Nadia,westbengal2011,334,http://myneta.info/westbengal2011/candidate.php?candidate_id=334,True,,,,,,,http://myneta.info/westbengal2011/candidate.php?candidate_id=334,http://myneta.info/wb2006/candidate.php?candidate_id=356,890051.0,38000.0,2006.0,0.0,0.0,False,9.0,,,,15000.0,142000.0,0.0,310000.0,,,150000.0,400000.0,400000.0,400000.0,,500000.0,HS,WestBengal
