,HHinc,HHDeclarations,self_declare,self_inc
candidate.php?candidate_id=755,0.0,1,Y,0.0
candidate.php?candidate_id=7550,,0,,
candidate.php?candidate_id=7551,0.0,1,Y,0.0
candidate.php?candidate_id=7552,499850.0,1,Y,499850.0
candidate.php?candidate_id=7553,1675898.0,2,Y,396473.0
candidate.php?candidate_id=7554,548416.0,2,Y,257139.0
candidate.php?candidate_id=7555,,0,,
candidate.php?candidate_id=7556,,0,,
candidate.php?candidate_id=7557,,0,,
candidate.php?candidate_id=7558,2787861.0,2,Y,2493391.0
candidate.php?candidate_id=7559,416400.0,1,Y,416400.0
candidate.php?candidate_id=756,0.0,2,Y,0.0
candidate.php?candidate_id=7560,30000.0,1,Y,30000.0
candidate.php?candidate_id=7561,,0,,
candidate.php?candidate_id=7562,0.0,1,Y,0.0
candidate.php?candidate_id=7563,0.0,1,Y,0.0
candidate.php?candidate_id=7564,0.0,1,Y,0.0
candidate.php?candidate_id=7565,325627.0,1,Y,325627.0
candidate.php?candidate_id=7566,131388.0,3,Y,131388.0
candidate.php?candidate_id=7567,537065.0,2,Y,222485.0
candidate.php?candidate_id=7568,190494.0,1,Y,190494.0
candidate.php?candidate_id=7569,2102180.0,3,Y,824250.0
candidate.php?candidate_id=757,0.0,0,N,0.0
candidate.php?candidate_id=7570,,0,,
candidate.php?candidate_id=7571,1119890.0,3,Y,640840.0
candidate.php?candidate_id=7572,0.0,2,Y,0.0
candidate.php?candidate_id=7573,0.0,5,Y,0.0
candidate.php?candidate_id=7574,,0,,
candidate.php?candidate_id=7575,,0,,
candidate.php?candidate_id=7576,,0,,
candidate.php?candidate_id=7577,,0,,
candidate.php?candidate_id=7578,0.0,1,Y,0.0
candidate.php?candidate_id=7579,200000.0,1,Y,200000.0
candidate.php?candidate_id=758,,0,,
candidate.php?candidate_id=7580,655989.0,2,Y,233176.0
candidate.php?candidate_id=7581,,0,,
candidate.php?candidate_id=7582,0.0,1,Y,0.0
candidate.php?candidate_id=7583,645890.0,2,Y,297090.0
candidate.php?candidate_id=7584,6950000.0,1,Y,6950000.0
candidate.php?candidate_id=7585,,0,,
candidate.php?candidate_id=7586,0.0,2,Y,0.0
candidate.php?candidate_id=7587,1726168.0,2,Y,750000.0
candidate.php?candidate_id=7589,0.0,1,Y,0.0
candidate.php?candidate_id=759,,0,,
candidate.php?candidate_id=7590,2439440.0,4,Y,1425600.0
candidate.php?candidate_id=7591,0.0,1,Y,0.0
candidate.php?candidate_id=7592,0.0,1,,0.0
candidate.php?candidate_id=7593,724510.0,2,Y,388617.0
candidate.php?candidate_id=7594,0.0,1,Y,0.0
candidate.php?candidate_id=7595,,0,,
candidate.php?candidate_id=7596,,0,,
candidate.php?candidate_id=7597,,0,,
candidate.php?candidate_id=7598,220000.0,1,Y,220000.0
candidate.php?candidate_id=7599,0.0,1,Y,0.0
candidate.php?candidate_id=76,440374.0,2,Y,180000.0
candidate.php?candidate_id=760,670000.0,2,Y,470000.0
candidate.php?candidate_id=7600,,0,,
candidate.php?candidate_id=7601,,0,,
candidate.php?candidate_id=7602,0.0,1,Y,0.0
candidate.php?candidate_id=7603,0.0,1,Y,0.0
candidate.php?candidate_id=7604,0.0,1,Y,0.0
candidate.php?candidate_id=7605,,0,,
candidate.php?candidate_id=7606,387250.0,1,Y,387250.0
candidate.php?candidate_id=7607,0.0,1,Y,0.0
candidate.php?candidate_id=7608,,0,,
candidate.php?candidate_id=7609,0.0,1,Y,0.0
candidate.php?candidate_id=761,0.0,1,Y,0.0
candidate.php?candidate_id=7610,0.0,1,Y,0.0
candidate.php?candidate_id=7611,0.0,1,Y,0.0
candidate.php?candidate_id=7612,0.0,1,Y,0.0
candidate.php?candidate_id=7613,0.0,1,Y,0.0
candidate.php?candidate_id=7614,421830.0,2,Y,369830.0
candidate.php?candidate_id=7615,0.0,1,Y,0.0
candidate.php?candidate_id=7616,454380.0,2,Y,224417.0
candidate.php?candidate_id=7617,,0,,
candidate.php?candidate_id=7618,217559.0,1,Y,217559.0
candidate.php?candidate_id=7619,0.0,1,Y,0.0
candidate.php?candidate_id=762,1059223.0,2,Y,859223.0
candidate.php?candidate_id=7620,0.0,1,Y,0.0
candidate.php?candidate_id=7621,,0,,
candidate.php?candidate_id=7622,138000.0,1,Y,138000.0
candidate.php?candidate_id=7623,0.0,1,Y,0.0
candidate.php?candidate_id=7624,,0,,
candidate.php?candidate_id=7625,,0,,
candidate.php?candidate_id=7626,0.0,1,Y,0.0
candidate.php?candidate_id=7627,0.0,1,Y,0.0
candidate.php?candidate_id=7628,0.0,1,Y,0.0
candidate.php?candidate_id=7629,204460.0,1,Y,204460.0
candidate.php?candidate_id=763,368190.0,2,Y,0.0
candidate.php?candidate_id=7630,0.0,0,,0.0
candidate.php?candidate_id=7631,0.0,2,Y,0.0
candidate.php?candidate_id=7632,,0,,
candidate.php?candidate_id=7633,0.0,1,Y,0.0
candidate.php?candidate_id=7634,194570.0,1,Y,194570.0
candidate.php?candidate_id=7635,161110.0,1,Y,161110.0
candidate.php?candidate_id=7636,0.0,1,Y,0.0
candidate.php?candidate_id=7637,472024.0,1,Y,472024.0
candidate.php?candidate_id=7638,285636.0,1,Y,285636.0
candidate.php?candidate_id=7639,387530.0,3,Y,191360.0
candidate.php?candidate_id=764,272658.0,3,Y,0.0
candidate.php?candidate_id=7640,164540.0,1,Y,164540.0
candidate.php?candidate_id=7641,47400.0,2,Y,47400.0
candidate.php?candidate_id=7642,718873.0,2,Y,473253.0
candidate.php?candidate_id=7643,417556.0,2,Y,0.0
candidate.php?candidate_id=7644,,0,,
candidate.php?candidate_id=7645,619468.0,1,Y,619468.0
candidate.php?candidate_id=7646,,0,,
candidate.php?candidate_id=7647,,0,,
candidate.php?candidate_id=7648,0.0,1,Y,0.0
candidate.php?candidate_id=7649,0.0,1,Y,0.0
candidate.php?candidate_id=765,160000.0,1,Y,160000.0
candidate.php?candidate_id=7650,0.0,1,Y,0.0
candidate.php?candidate_id=7651,,0,,
candidate.php?candidate_id=7652,450457.0,3,Y,220477.0
candidate.php?candidate_id=7653,680666.0,1,,0.0
candidate.php?candidate_id=7654,1348200.0,2,Y,771040.0
candidate.php?candidate_id=7655,0.0,1,Y,0.0
candidate.php?candidate_id=7656,15357070.0,5,Y,9882410.0
candidate.php?candidate_id=7657,539194.0,1,Y,539194.0
candidate.php?candidate_id=7658,0.0,1,Y,0.0
candidate.php?candidate_id=7659,204842.0,1,Y,204842.0
candidate.php?candidate_id=766,4039590.0,2,Y,1746090.0
candidate.php?candidate_id=7660,605582.0,2,Y,158900.0
candidate.php?candidate_id=7661,,0,,
candidate.php?candidate_id=7662,203510.0,1,Y,203510.0
candidate.php?candidate_id=7663,0.0,1,Y,0.0
candidate.php?candidate_id=7664,,0,,
candidate.php?candidate_id=7665,206199.0,2,Y,206199.0
candidate.php?candidate_id=7666,,0,,
candidate.php?candidate_id=7667,387079.0,2,Y,201379.0
candidate.php?candidate_id=7668,0.0,1,Y,0.0
candidate.php?candidate_id=7669,190000.0,1,Y,190000.0
candidate.php?candidate_id=767,3835783.0,6,Y,1835090.0
candidate.php?candidate_id=7670,242840.0,1,Y,242840.0
candidate.php?candidate_id=7671,0.0,1,Y,0.0
candidate.php?candidate_id=7672,155641.0,1,Y,155641.0
candidate.php?candidate_id=7673,,0,,
candidate.php?candidate_id=7674,152250.0,2,Y,152250.0
candidate.php?candidate_id=7675,778122.0,2,Y,219880.0
candidate.php?candidate_id=7676,0.0,1,Y,0.0
candidate.php?candidate_id=7677,,0,,
candidate.php?candidate_id=7678,,0,,
candidate.php?candidate_id=7679,,0,,
candidate.php?candidate_id=768,0.0,1,Y,0.0
candidate.php?candidate_id=7680,577050.0,1,Y,577050.0
candidate.php?candidate_id=7681,1798155.0,2,Y,1212815.0
candidate.php?candidate_id=7682,11255824.0,1,Y,11255824.0
candidate.php?candidate_id=7683,200000.0,2,Y,200000.0
candidate.php?candidate_id=7684,1883829.0,2,Y,754346.0
candidate.php?candidate_id=7685,358950.0,1,Y,358950.0
candidate.php?candidate_id=7686,0.0,2,Y,0.0
candidate.php?candidate_id=7687,300000.0,1,Y,300000.0
candidate.php?candidate_id=7688,,0,,
candidate.php?candidate_id=7689,0.0,1,Y,0.0
candidate.php?candidate_id=769,,0,,
candidate.php?candidate_id=7690,,0,,
candidate.php?candidate_id=7691,,0,,
candidate.php?candidate_id=7692,,0,,
candidate.php?candidate_id=7693,300000.0,1,Y,300000.0
candidate.php?candidate_id=7694,,0,,
candidate.php?candidate_id=7695,,0,,
candidate.php?candidate_id=7696,181450.0,1,Y,181450.0
candidate.php?candidate_id=7697,,0,,
candidate.php?candidate_id=7698,0.0,1,Y,0.0
candidate.php?candidate_id=7699,1356832.0,2,Y,701815.0
candidate.php?candidate_id=77,665646.0,1,Y,665646.0
candidate.php?candidate_id=770,,0,,
candidate.php?candidate_id=7700,440500.0,1,Y,440500.0
candidate.php?candidate_id=7701,905237.0,2,Y,708997.0
candidate.php?candidate_id=7702,459702.0,2,Y,202864.0
candidate.php?candidate_id=7703,0.0,1,Y,0.0
candidate.php?candidate_id=7704,,0,,
candidate.php?candidate_id=7705,0.0,1,Y,0.0
candidate.php?candidate_id=7706,0.0,1,Y,0.0
candidate.php?candidate_id=7707,335000.0,1,Y,335000.0
candidate.php?candidate_id=7708,816000.0,2,Y,336000.0
candidate.php?candidate_id=7709,0.0,1,Y,0.0
candidate.php?candidate_id=771,0.0,1,Y,0.0
candidate.php?candidate_id=7710,,0,,
candidate.php?candidate_id=7711,0.0,1,Y,0.0
candidate.php?candidate_id=7712,0.0,1,Y,0.0
candidate.php?candidate_id=7713,198352.0,1,Y,198352.0
candidate.php?candidate_id=7714,,0,,
candidate.php?candidate_id=7715,,0,,
candidate.php?candidate_id=7716,,0,,
candidate.php?candidate_id=7717,249700.0,1,Y,249700.0
candidate.php?candidate_id=7718,392150.0,2,Y,193650.0
candidate.php?candidate_id=7719,700000.0,2,Y,0.0
candidate.php?candidate_id=7720,191200.0,1,Y,191200.0
candidate.php?candidate_id=7721,159970.0,1,Y,159970.0
candidate.php?candidate_id=7722,,0,,
candidate.php?candidate_id=7723,582000.0,2,Y,390000.0
candidate.php?candidate_id=7724,1013993.0,5,Y,1013993.0
candidate.php?candidate_id=7725,0.0,1,Y,0.0
candidate.php?candidate_id=7726,,0,,
candidate.php?candidate_id=7727,0.0,1,Y,0.0
candidate.php?candidate_id=7728,185500.0,1,Y,185500.0
candidate.php?candidate_id=7729,421439.0,2,Y,217439.0
candidate.php?candidate_id=773,,0,,
candidate.php?candidate_id=7730,0.0,1,Y,0.0
candidate.php?candidate_id=7731,,0,,
candidate.php?candidate_id=7732,,0,,
candidate.php?candidate_id=7733,198464.0,1,Y,198464.0
candidate.php?candidate_id=7734,,0,,
candidate.php?candidate_id=7735,0.0,1,Y,0.0
candidate.php?candidate_id=7736,230357.0,1,Y,230357.0
candidate.php?candidate_id=7737,,0,,
candidate.php?candidate_id=7738,230116.0,1,Y,230116.0
candidate.php?candidate_id=7739,1032560.0,1,Y,1032560.0
candidate.php?candidate_id=774,0.0,1,Y,0.0
candidate.php?candidate_id=7740,,0,,
candidate.php?candidate_id=7741,394280.0,2,Y,197400.0
candidate.php?candidate_id=7742,0.0,1,Y,0.0
candidate.php?candidate_id=7743,214300.0,1,Y,214300.0
candidate.php?candidate_id=7744,,0,,
candidate.php?candidate_id=7745,0.0,1,Y,0.0
candidate.php?candidate_id=7746,0.0,1,,0.0
candidate.php?candidate_id=7747,178590.0,1,Y,178590.0
candidate.php?candidate_id=7748,0.0,1,Y,0.0
candidate.php?candidate_id=7749,213000.0,1,Y,213000.0
candidate.php?candidate_id=7750,2686038.0,2,Y,2441542.0
candidate.php?candidate_id=7751,602869.0,2,Y,602869.0
candidate.php?candidate_id=7752,0.0,1,,0.0
candidate.php?candidate_id=7753,2604591.0,3,Y,1817970.0
candidate.php?candidate_id=7754,390900.0,2,Y,197650.0
candidate.php?candidate_id=7755,0.0,2,Y,0.0
candidate.php?candidate_id=7756,179800.0,1,Y,179800.0
candidate.php?candidate_id=7757,308000.0,2,Y,149000.0
candidate.php?candidate_id=7758,,0,,
candidate.php?candidate_id=7759,396270.0,2,Y,198750.0
candidate.php?candidate_id=776,200000.0,1,Y,200000.0
candidate.php?candidate_id=7760,0.0,1,Y,0.0
candidate.php?candidate_id=7761,1230362.0,2,Y,1230362.0
candidate.php?candidate_id=7762,489395.0,2,Y,284942.0
candidate.php?candidate_id=7763,540000.0,2,Y,360000.0
candidate.php?candidate_id=7764,,0,,
candidate.php?candidate_id=7765,271000.0,1,Y,271000.0
candidate.php?candidate_id=7766,0.0,2,Y,0.0
candidate.php?candidate_id=7767,221100.0,1,Y,221100.0
candidate.php?candidate_id=7768,199500.0,1,Y,199500.0
candidate.php?candidate_id=7769,0.0,2,Y,0.0
candidate.php?candidate_id=777,3156568.0,3,Y,1594662.0
candidate.php?candidate_id=7770,,0,,
candidate.php?candidate_id=7771,807343.0,2,Y,409508.0
candidate.php?candidate_id=7772,43414863.0,2,Y,37711390.0
candidate.php?candidate_id=7773,0.0,1,Y,0.0
candidate.php?candidate_id=7774,0.0,1,Y,0.0
candidate.php?candidate_id=7775,,0,,
candidate.php?candidate_id=7776,,0,,
candidate.php?candidate_id=7777,,0,,
candidate.php?candidate_id=7778,190000.0,1,Y,190000.0
candidate.php?candidate_id=7779,0.0,2,Y,0.0
candidate.php?candidate_id=7780,0.0,1,Y,0.0
candidate.php?candidate_id=7781,573333.0,2,Y,151754.0
candidate.php?candidate_id=7782,,0,,
candidate.php?candidate_id=7783,,0,,
candidate.php?candidate_id=7784,,0,,
candidate.php?candidate_id=7785,,0,,
candidate.php?candidate_id=7786,,0,,
candidate.php?candidate_id=7787,,0,,
candidate.php?candidate_id=7788,0.0,1,Y,0.0
candidate.php?candidate_id=7789,198300.0,1,,0.0
candidate.php?candidate_id=7790,,0,,
candidate.php?candidate_id=7791,234098.0,2,Y,234098.0
candidate.php?candidate_id=7793,,0,,
candidate.php?candidate_id=7794,,0,,
candidate.php?candidate_id=7795,,0,,
candidate.php?candidate_id=7796,,0,,
candidate.php?candidate_id=7797,,0,,
candidate.php?candidate_id=7798,0.0,1,Y,0.0
candidate.php?candidate_id=7799,0.0,1,Y,0.0
candidate.php?candidate_id=78,1280400.0,3,Y,834750.0
candidate.php?candidate_id=780,0.0,1,Y,0.0
candidate.php?candidate_id=7800,49167646.0,2,Y,31156668.0
candidate.php?candidate_id=7801,5361370.0,4,Y,499320.0
candidate.php?candidate_id=7802,0.0,1,Y,0.0
candidate.php?candidate_id=7803,0.0,1,Y,0.0
candidate.php?candidate_id=7804,350000.0,1,Y,350000.0
candidate.php?candidate_id=7805,0.0,1,Y,0.0
candidate.php?candidate_id=7806,,0,,
candidate.php?candidate_id=7807,789300.0,2,Y,593440.0
candidate.php?candidate_id=7808,,0,,
candidate.php?candidate_id=7809,,0,,
candidate.php?candidate_id=781,850080.0,1,Y,850080.0
candidate.php?candidate_id=7810,404330.0,2,Y,214920.0
candidate.php?candidate_id=7811,240000.0,1,Y,240000.0
candidate.php?candidate_id=7812,0.0,1,Y,0.0
candidate.php?candidate_id=7813,0.0,1,Y,0.0
candidate.php?candidate_id=7814,0.0,1,Y,0.0
candidate.php?candidate_id=7815,403200.0,2,Y,403200.0
candidate.php?candidate_id=7816,158600.0,1,Y,158600.0
candidate.php?candidate_id=7817,196360.0,1,Y,196360.0
candidate.php?candidate_id=7818,0.0,1,Y,0.0
candidate.php?candidate_id=7819,0.0,2,Y,0.0
candidate.php?candidate_id=782,0.0,1,N,0.0
candidate.php?candidate_id=7820,2191127.0,2,Y,1131211.0
candidate.php?candidate_id=7821,390693.0,1,Y,390693.0
candidate.php?candidate_id=7822,663670.0,2,Y,328700.0
candidate.php?candidate_id=7823,240120.0,1,Y,240120.0
candidate.php?candidate_id=7824,4587220.0,2,Y,4164840.0
candidate.php?candidate_id=7825,167860.0,1,Y,167860.0
candidate.php?candidate_id=7826,182620.0,1,Y,182620.0
candidate.php?candidate_id=7827,,0,,
candidate.php?candidate_id=7828,,0,,
candidate.php?candidate_id=7829,,0,,
candidate.php?candidate_id=7830,883302.0,1,Y,883302.0
candidate.php?candidate_id=7831,195000.0,1,Y,195000.0
candidate.php?candidate_id=7832,135737.0,2,Y,135737.0
candidate.php?candidate_id=7833,37500.0,2,Y,37500.0
candidate.php?candidate_id=7834,,0,,
candidate.php?candidate_id=7835,,0,,
candidate.php?candidate_id=7836,0.0,2,Y,0.0
candidate.php?candidate_id=7837,,0,,
candidate.php?candidate_id=7838,,0,,
candidate.php?candidate_id=7839,,0,,
candidate.php?candidate_id=784,196250.0,1,Y,196250.0
candidate.php?candidate_id=7840,588000.0,2,Y,210000.0
candidate.php?candidate_id=7841,0.0,1,Y,0.0
candidate.php?candidate_id=7842,0.0,2,Y,0.0
candidate.php?candidate_id=7843,5238338.0,2,Y,3323513.0
candidate.php?candidate_id=7844,2086370.0,2,Y,1239480.0
candidate.php?candidate_id=7845,2072500.0,2,Y,716000.0
candidate.php?candidate_id=7846,1296635.0,3,Y,167116.0
candidate.php?candidate_id=7847,381352.0,1,Y,381352.0
candidate.php?candidate_id=7848,3783400.0,2,Y,2567920.0
candidate.php?candidate_id=7849,,0,,
candidate.php?candidate_id=7850,201945.0,1,Y,201945.0
candidate.php?candidate_id=7851,354240.0,2,Y,180820.0
candidate.php?candidate_id=7852,,0,,
candidate.php?candidate_id=7853,7169910.0,2,Y,6488790.0
candidate.php?candidate_id=7854,336600.0,2,Y,168600.0
candidate.php?candidate_id=7855,,0,,
candidate.php?candidate_id=7856,0.0,1,Y,0.0
candidate.php?candidate_id=7857,,0,,
candidate.php?candidate_id=7858,150000.0,2,Y,150000.0
candidate.php?candidate_id=7859,,0,,
candidate.php?candidate_id=786,480000.0,3,Y,0.0
candidate.php?candidate_id=7860,0.0,1,Y,0.0
candidate.php?candidate_id=7861,154000.0,1,Y,154000.0
candidate.php?candidate_id=7862,180000.0,1,Y,180000.0
candidate.php?candidate_id=7863,412076.0,2,Y,213576.0
candidate.php?candidate_id=7864,0.0,2,Y,0.0
candidate.php?candidate_id=7865,0.0,1,Y,0.0
candidate.php?candidate_id=7866,189560.0,1,Y,189560.0
candidate.php?candidate_id=7867,2073888.0,2,Y,2024388.0
candidate.php?candidate_id=7868,941780.0,2,Y,936145.0
candidate.php?candidate_id=7869,0.0,2,Y,0.0
candidate.php?candidate_id=787,,0,,
candidate.php?candidate_id=7870,340530.0,2,Y,340530.0
candidate.php?candidate_id=7871,812100.0,4,Y,200800.0
candidate.php?candidate_id=7872,180000.0,1,Y,180000.0
candidate.php?candidate_id=7873,1606583.0,2,Y,514500.0
candidate.php?candidate_id=7874,200000.0,1,Y,200000.0
candidate.php?candidate_id=7875,0.0,2,Y,0.0
candidate.php?candidate_id=7876,,0,,
candidate.php?candidate_id=7877,,0,,
candidate.php?candidate_id=7878,201734.0,2,Y,201734.0
candidate.php?candidate_id=7879,0.0,1,Y,0.0
candidate.php?candidate_id=788,305560.0,1,Y,305560.0
candidate.php?candidate_id=7880,670340.0,1,Y,670340.0
candidate.php?candidate_id=7881,2300000.0,2,Y,500000.0
candidate.php?candidate_id=7882,0.0,1,Y,0.0
candidate.php?candidate_id=7883,1697238.0,1,Y,1697238.0
candidate.php?candidate_id=7884,0.0,1,Y,0.0
candidate.php?candidate_id=7885,0.0,1,Y,0.0
candidate.php?candidate_id=7886,627774.0,2,Y,302614.0
candidate.php?candidate_id=7887,1242000.0,2,Y,1242000.0
candidate.php?candidate_id=7888,,0,,
candidate.php?candidate_id=7889,0.0,1,Y,0.0
candidate.php?candidate_id=789,464510.0,1,Y,464510.0
candidate.php?candidate_id=7890,,0,,
candidate.php?candidate_id=7891,3619647.0,2,Y,3619647.0
candidate.php?candidate_id=7892,0.0,1,Y,0.0
candidate.php?candidate_id=7893,150000.0,1,Y,150000.0
candidate.php?candidate_id=7894,75840.0,1,Y,75840.0
candidate.php?candidate_id=7895,,0,,
candidate.php?candidate_id=7896,,0,,
candidate.php?candidate_id=7897,,0,,
candidate.php?candidate_id=7898,307960.0,3,Y,307960.0
candidate.php?candidate_id=7899,,0,,
candidate.php?candidate_id=79,1941930.0,2,Y,440000.0
candidate.php?candidate_id=790,900000.0,2,Y,600000.0
candidate.php?candidate_id=7900,6130094.0,5,Y,535733.0
candidate.php?candidate_id=7901,,0,,
candidate.php?candidate_id=7902,0.0,3,Y,0.0
candidate.php?candidate_id=7903,0.0,1,Y,0.0
candidate.php?candidate_id=7904,0.0,1,Y,0.0
candidate.php?candidate_id=7905,3252037.0,2,Y,2261667.0
candidate.php?candidate_id=7906,,0,,
candidate.php?candidate_id=7907,0.0,1,Y,0.0
candidate.php?candidate_id=7908,,0,,
candidate.php?candidate_id=7909,0.0,1,Y,0.0
candidate.php?candidate_id=791,349710.0,1,Y,349710.0
candidate.php?candidate_id=7910,0.0,1,Y,0.0
candidate.php?candidate_id=7911,311467.0,1,Y,311467.0
candidate.php?candidate_id=7912,,0,,
candidate.php?candidate_id=7913,191560.0,1,Y,191560.0
candidate.php?candidate_id=7914,0.0,1,Y,0.0
candidate.php?candidate_id=7915,0.0,1,Y,0.0
candidate.php?candidate_id=7916,0.0,2,Y,0.0
candidate.php?candidate_id=7917,1330.0,2,Y,720.0
candidate.php?candidate_id=7918,655016.0,2,Y,393904.0
candidate.php?candidate_id=7919,40258.0,2,Y,40258.0
candidate.php?candidate_id=792,0.0,1,Y,0.0
candidate.php?candidate_id=7920,0.0,1,Y,0.0
candidate.php?candidate_id=7921,198000.0,1,Y,198000.0
candidate.php?candidate_id=7922,0.0,1,Y,0.0
candidate.php?candidate_id=7923,1480638.0,2,Y,1480638.0
candidate.php?candidate_id=7924,1231650.0,2,Y,783000.0
candidate.php?candidate_id=7925,0.0,1,Y,0.0
candidate.php?candidate_id=7926,150750.0,1,Y,150750.0
candidate.php?candidate_id=7927,2310340.0,2,Y,1664000.0
candidate.php?candidate_id=7928,410000.0,2,Y,260000.0
candidate.php?candidate_id=7929,603880.0,2,Y,187500.0
candidate.php?candidate_id=793,,0,,
candidate.php?candidate_id=7930,,0,,
candidate.php?candidate_id=7931,14336920.0,2,Y,10971368.0
candidate.php?candidate_id=7932,200000.0,1,Y,200000.0
candidate.php?candidate_id=7933,5235850.0,2,Y,2935380.0
candidate.php?candidate_id=7934,0.0,1,Y,0.0
candidate.php?candidate_id=7935,0.0,1,Y,0.0
candidate.php?candidate_id=7936,0.0,1,Y,0.0
candidate.php?candidate_id=7937,2047154.0,3,Y,2047154.0
candidate.php?candidate_id=7938,0.0,2,Y,0.0
candidate.php?candidate_id=7939,0.0,2,Y,0.0
candidate.php?candidate_id=794,0.0,2,Y,0.0
candidate.php?candidate_id=7940,0.0,1,Y,0.0
candidate.php?candidate_id=7941,556180.0,2,Y,556180.0
candidate.php?candidate_id=7942,,0,,
candidate.php?candidate_id=7943,919165.0,2,Y,358750.0
candidate.php?candidate_id=7944,0.0,1,Y,0.0
candidate.php?candidate_id=7945,,0,,
candidate.php?candidate_id=7946,,0,,
candidate.php?candidate_id=7947,0.0,1,Y,0.0
candidate.php?candidate_id=7948,37876.0,2,Y,37876.0
candidate.php?candidate_id=7949,,0,,
candidate.php?candidate_id=795,0.0,1,Y,0.0
candidate.php?candidate_id=7950,,0,,
candidate.php?candidate_id=7951,595544.0,2,Y,0.0
candidate.php?candidate_id=7952,46565273.0,5,Y,28575513.0
candidate.php?candidate_id=7953,290000.0,1,Y,290000.0
candidate.php?candidate_id=7954,214600.0,1,Y,214600.0
candidate.php?candidate_id=7955,,0,,
candidate.php?candidate_id=7956,,0,,
candidate.php?candidate_id=7957,,0,,
candidate.php?candidate_id=7958,,0,,
candidate.php?candidate_id=7959,,0,,
candidate.php?candidate_id=796,473660.0,3,Y,312260.0
candidate.php?candidate_id=7960,,0,,
candidate.php?candidate_id=7961,0.0,1,Y,0.0
candidate.php?candidate_id=7962,,0,,
candidate.php?candidate_id=7963,,0,,
candidate.php?candidate_id=7964,,0,,
candidate.php?candidate_id=7965,861978.0,1,Y,861978.0
candidate.php?candidate_id=7966,0.0,1,Y,0.0
candidate.php?candidate_id=7967,600000.0,1,Y,600000.0
candidate.php?candidate_id=7968,264000.0,1,Y,264000.0
candidate.php?candidate_id=7969,596720.0,1,Y,596720.0
candidate.php?candidate_id=797,0.0,1,Y,0.0
candidate.php?candidate_id=7970,12900000.0,2,Y,9700000.0
candidate.php?candidate_id=7972,6750750.0,2,Y,6750750.0
candidate.php?candidate_id=7973,700505.0,1,Y,700505.0
candidate.php?candidate_id=7974,255553.0,2,Y,25865.0
candidate.php?candidate_id=7975,336652.0,1,,0.0
candidate.php?candidate_id=7976,0.0,2,Y,0.0
candidate.php?candidate_id=7977,2906610.0,2,Y,1226800.0
candidate.php?candidate_id=7978,0.0,1,Y,0.0
candidate.php?candidate_id=7979,0.0,1,Y,0.0
candidate.php?candidate_id=798,0.0,1,Y,0.0
candidate.php?candidate_id=7980,254500.0,1,Y,254500.0
candidate.php?candidate_id=7981,150000.0,2,Y,150000.0
candidate.php?candidate_id=7982,50423430.0,2,Y,1586170.0
candidate.php?candidate_id=7983,1223410.0,2,Y,601766.0
candidate.php?candidate_id=7984,,0,,
candidate.php?candidate_id=7985,,0,,
candidate.php?candidate_id=7986,470972.0,2,Y,0.0
candidate.php?candidate_id=7987,252713.0,2,Y,252713.0
candidate.php?candidate_id=7988,,0,,
candidate.php?candidate_id=7989,0.0,1,,0.0
candidate.php?candidate_id=799,180000.0,2,Y,180000.0
candidate.php?candidate_id=7990,537882.0,2,Y,0.0
candidate.php?candidate_id=7991,662588.0,2,Y,262044.0
candidate.php?candidate_id=7992,0.0,2,Y,0.0
candidate.php?candidate_id=7993,989066.0,1,Y,989066.0
candidate.php?candidate_id=7994,500000.0,1,Y,500000.0
candidate.php?candidate_id=7995,0.0,2,Y,0.0
candidate.php?candidate_id=7996,1943156.0,3,Y,1041660.0
candidate.php?candidate_id=7997,4930250.0,3,Y,4595130.0
candidate.php?candidate_id=7998,695562.0,2,Y,396634.0
candidate.php?candidate_id=7999,,0,,
candidate.php?candidate_id=8,833810.0,2,Y,310590.0
candidate.php?candidate_id=80,495000.0,3,Y,295000.0
candidate.php?candidate_id=800,916156.0,2,Y,611188.0
candidate.php?candidate_id=8000,467080.0,1,,0.0
candidate.php?candidate_id=8001,190000.0,1,Y,190000.0
candidate.php?candidate_id=8003,8060610.0,2,Y,7327260.0
candidate.php?candidate_id=8004,2255800.0,1,Y,2255800.0
candidate.php?candidate_id=8005,,0,,
candidate.php?candidate_id=8006,,0,,
candidate.php?candidate_id=8007,1834110.0,2,Y,835928.0
candidate.php?candidate_id=8008,3894630.0,2,Y,1557240.0
candidate.php?candidate_id=801,887075.0,2,Y,693145.0
candidate.php?candidate_id=8010,,0,,
candidate.php?candidate_id=8011,,0,,
candidate.php?candidate_id=8014,2216171.0,2,Y,1587134.0
candidate.php?candidate_id=8015,,0,,
candidate.php?candidate_id=8018,1934609.0,2,Y,1749609.0
candidate.php?candidate_id=802,0.0,1,Y,0.0
candidate.php?candidate_id=8020,91200.0,1,Y,91200.0
candidate.php?candidate_id=8021,,0,,
candidate.php?candidate_id=8022,9246973.0,1,Y,9246973.0
candidate.php?candidate_id=8024,,0,,
candidate.php?candidate_id=8025,,0,,
candidate.php?candidate_id=8026,0.0,1,Y,0.0
candidate.php?candidate_id=8027,3735360.0,2,Y,2682010.0
candidate.php?candidate_id=8028,0.0,1,Y,0.0
candidate.php?candidate_id=8029,,0,,
candidate.php?candidate_id=803,1023498.0,2,Y,428008.0
candidate.php?candidate_id=8030,0.0,1,Y,0.0
