,Age,Constituency,Criminal_Cases,Education_Level,Name,Number_of_Cases,PAN_Given_(Y_or_N),Party_Code,Total_Assets,Total_Liabilities,common_link,elec_link
2357,68,Panchmahal,No,Post Graduate,SHANKARSINH LAXMANSINH VAGHELA in Lok Sabha 2009,0,Y,INC,14445010,0,http://myneta.info/compare_profile.php?group_id=w6feSA3DKJXMWarvKV,http://myneta.info/ls2009/candidate.php?candidate_id=2210
2358,49,GORAKHPUR,No,Post Graduate,Rajit Mishra in Loksabha 2014,0,Y,Naitik Party,378660,0,http://myneta.info/compare_profile.php?group_id=8JBPgiFBeZenpSFMpXAP,http://myneta.info/ls2014/candidate.php?candidate_id=9635
2359,47,BAKSHI KAA TALAB,No,Graduate Professional,Rajit Mishra  in Uttar Pradesh 2012,0,Y,NP,267000,0,http://myneta.info/compare_profile.php?group_id=8JBPgiFBeZenpSFMpXAP,http://myneta.info/up2012/candidate.php?candidate_id=4654
2360,68,SABARKANTHA,No,Post Graduate,Solanki Chhaganbhai Kevalabhai in Loksabha 2014,0,Y,IND,2805000,0,http://myneta.info/compare_profile.php?group_id=EjAgoxfmTBEpJCQBnUW3,http://myneta.info/ls2014/candidate.php?candidate_id=6550
2361,66,KHEDBRAHMA (ST),No,Post Graduate,Solanki Chhaganbhai Kevlabhai in Gujarat 2012,0,Y,GPP,2800000,0,http://myneta.info/compare_profile.php?group_id=EjAgoxfmTBEpJCQBnUW3,http://myneta.info/gujarat2012/candidate.php?candidate_id=1985
2362,63,Sabarkantha,No,Post Graduate,CHHGANBHAI KEVLABHAI SOLANKI in Lok Sabha 2009,0,Y,IND,2654300,200000,http://myneta.info/compare_profile.php?group_id=EjAgoxfmTBEpJCQBnUW3,http://myneta.info/ls2009/candidate.php?candidate_id=2526
2363,42,Kothrud,No,Post Graduate,Sunil Gulabrao Choudari in Maharashtra 2009,0,Y,IND,99005000,5800000,http://myneta.info/compare_profile.php?group_id=5DytScdZ39n7Ystnnc8d,http://myneta.info/mh2009/candidate.php?candidate_id=2734
2364,41,Pune,No,Post Graduate,CHOUDHARI SUNIL GULABRAO in Lok Sabha 2009,0,Y,IND,70985000,0,http://myneta.info/compare_profile.php?group_id=5DytScdZ39n7Ystnnc8d,http://myneta.info/ls2009/candidate.php?candidate_id=3594
2365,60,AGRA,Yes,Literate,Narayan Singh in Loksabha 2014,1,Y,BSP,45103247,9921989,http://myneta.info/compare_profile.php?group_id=RNV643Jvxc9cED9JvXgW,http://myneta.info/ls2014/candidate.php?candidate_id=4255
2366,49,Etmadpur,No,8th Pass,NARAYAN SINGH in Uttar Pradesh 2007,0,Y,BSP,4235129,0,http://myneta.info/compare_profile.php?group_id=RNV643Jvxc9cED9JvXgW,http://myneta.info/up2007/candidate.php?candidate_id=667
2370,41,AGRA,Yes,12th Pass,Dinesh Kumar Gautam in Loksabha 2014,2,Y,IND,526770,0,http://myneta.info/compare_profile.php?group_id=eYnAtT5uPpyhrK7hFQ5H,http://myneta.info/ls2014/candidate.php?candidate_id=4253
2371,39,AGRA CANTT. (SC),Yes,12th Pass,Dinesh Kumar Gautam in Uttar Pradesh 2012,2,Y,IND,633287,0,http://myneta.info/compare_profile.php?group_id=eYnAtT5uPpyhrK7hFQ5H,http://myneta.info/up2012/candidate.php?candidate_id=3229
2372,46,PUNE,No,10th Pass,Sanjay Laxman Padwal in Loksabha 2014,0,Y,Bhartiya Navjawan Sena (Paksha),95000,0,http://myneta.info/compare_profile.php?group_id=eXw2CpcpcTesPmSjs5DE,http://myneta.info/ls2014/candidate.php?candidate_id=3382
2373,46,VADGAON SHERI,No,10th Pass,Sanjay Laxman Padwal in Maharashtra Election 2014,0,Y,Bhartiya Navjawan Sena (Paksha),105000,0,http://myneta.info/compare_profile.php?group_id=eXw2CpcpcTesPmSjs5DE,http://myneta.info/maharashtra2014/candidate.php?candidate_id=2634
2374,57,PUNE,No,8th Pass,Saiyyad Afser Ibrahim in Loksabha 2014,0,Y,SP,80991201,619000,http://myneta.info/compare_profile.php?group_id=mWeGvaavgDeay9tJ3ZAU,http://myneta.info/ls2014/candidate.php?candidate_id=3380
2375,52,Vadgaon Sheri,No,8th Pass,Sayyad Afsar Ibrahim in Maharashtra 2009,0,Y,RPI(A),6346380,4950000,http://myneta.info/compare_profile.php?group_id=mWeGvaavgDeay9tJ3ZAU,http://myneta.info/mh2009/candidate.php?candidate_id=2695
2376,44,BARAMATI,No,Graduate,Supriya Sule in Loksabha 2014,0,Y,NCP,1139090851,0,http://myneta.info/compare_profile.php?group_id=HkYzpc8ExkMnYivDZZmd,http://myneta.info/ls2014/candidate.php?candidate_id=3386
2377,39,Baramati,No,Graduate,SUPRIYA SULE in Lok Sabha 2009,0,Y,NCP,515363663,0,http://myneta.info/compare_profile.php?group_id=HkYzpc8ExkMnYivDZZmd,http://myneta.info/ls2009/candidate.php?candidate_id=3613
2378,38,Jaipur Rural,Yes,12th Pass,RAJENDRA in Lok Sabha 2009,1,Y,RJVP,6361125,0,http://myneta.info/compare_profile.php?group_id=h9bQU4e8MeaUxHFzneZ,http://myneta.info/ls2009/candidate.php?candidate_id=6206
2379,38,Phulera,Yes,10th Pass,OM PRAKASH in Rajasthan 2008,1,Y,BSP,2278825,0,http://myneta.info/compare_profile.php?group_id=h9bQU4e8MeaUxHFzneZ,http://myneta.info/rj2008/candidate.php?candidate_id=551
2380,38,Phulera,Yes,12th Pass,RAJENDRA JETHIWAL                                                       in Rajasthan 2008,1,Y,IND,2278825,0,http://myneta.info/compare_profile.php?group_id=h9bQU4e8MeaUxHFzneZ,http://myneta.info/rj2008/candidate.php?candidate_id=1382
2383,49,SONAI,Yes,8th Pass,Anwar Hussain Laskar in Assam 2011,2,Y,SP,2487139,0,http://myneta.info/compare_profile.php?group_id=w5HT8acWDB4fufg6yWWP,http://myneta.info/assam2011/candidate.php?candidate_id=461
2384,42,Silchar,Yes,8th Pass,ANWAR HUSSAIN LASKAR in Lok Sabha 2004,2,Y,SP,3874712,0,http://myneta.info/compare_profile.php?group_id=w5HT8acWDB4fufg6yWWP,http://myneta.info/loksabha2004/candidate.php?candidate_id=407
2390,48,PUNE,No,10th Pass,Sushama Pandurang Gaikwad in Loksabha 2014,0,Y,IND,30300,0,http://myneta.info/compare_profile.php?group_id=ALntU99kKtSXbWijDfwQ,http://myneta.info/ls2014/candidate.php?candidate_id=3639
2391,49,SHIVAJINAGAR,No,10th Pass,Sushma Pandurang Gaikwad in Maharashtra Election 2014,0,Y,Prabuddha Republican Party,16000,0,http://myneta.info/compare_profile.php?group_id=ALntU99kKtSXbWijDfwQ,http://myneta.info/maharashtra2014/candidate.php?candidate_id=2645
2392,50,NAMAKKAL,No,Post Graduate,Gandhiselvan.S in Loksabha 2014,0,Y,DMK,33049195,800000,http://myneta.info/compare_profile.php?group_id=wjU2Lu22KtPJRcd7jXg2,http://myneta.info/ls2014/candidate.php?candidate_id=5676
2393,0,MINISTER,No,Not Given,Shri S. Gandhiselvan in Union Council of Ministers  2011,0,N,DMK,8799324,0,http://myneta.info/compare_profile.php?group_id=wjU2Lu22KtPJRcd7jXg2,http://myneta.info/unionministers2011/candidate.php?candidate_id=63
2394,46,Namakkal,Yes,Post Graduate,GANDHISELVAN.S in Lok Sabha 2009,2,Y,DMK,4070482,0,http://myneta.info/compare_profile.php?group_id=wjU2Lu22KtPJRcd7jXg2,http://myneta.info/ls2009/candidate.php?candidate_id=9008
2395,42,Tiruchengode,Yes,Post Graduate,GANDHISELVAN.S in Tamil Nadu  2006,2,Y,DMK,4789762,0,http://myneta.info/compare_profile.php?group_id=wjU2Lu22KtPJRcd7jXg2,http://myneta.info/tn2006/candidate.php?candidate_id=236
2400,66,BEED,Yes,Graduate Professional,Munde Gopinathrao Pandurang in Loksabha 2014,3,Y,BJP,380072890,335729817,http://myneta.info/compare_profile.php?group_id=qrL87vC3BnEo8zzbQUCo,http://myneta.info/ls2014/candidate.php?candidate_id=3849
2401,59,Beed,Yes,Graduate Professional,MUNDE GOPINATHRAO PANDURANG in Lok Sabha 2009,4,Y,BJP,62250603,45090238,http://myneta.info/compare_profile.php?group_id=qrL87vC3BnEo8zzbQUCo,http://myneta.info/ls2009/candidate.php?candidate_id=3673
2402,54,RENAPUR,Yes,Post Graduate,GOPINATHRAO PANDURANG MUNDE in Maharashtra 2004,3,Y,BJP,23435508,10514,http://myneta.info/compare_profile.php?group_id=qrL87vC3BnEo8zzbQUCo,http://myneta.info/mah2004/candidate.php?candidate_id=202
2403,55,JAIPUR,No,8th Pass,Kailash Chand Saini in Loksabha 2014,0,Y,Hindustan Janta Party,16758886,0,http://myneta.info/compare_profile.php?group_id=v3WUNdEF5ojdej6iVVRH,http://myneta.info/ls2014/candidate.php?candidate_id=2384
2404,44,Jaipur,No,10th Pass,KAILAS CHAND SAINI in Lok Sabha 2009,0,Y,IND,5173517,0,http://myneta.info/compare_profile.php?group_id=v3WUNdEF5ojdej6iVVRH,http://myneta.info/ls2009/candidate.php?candidate_id=7537
2405,55,JAIPUR,No,Graduate,Abdul Aziz Bhartiya in Loksabha 2014,0,Y,Rashtriya Ulama Council,67000,0,http://myneta.info/compare_profile.php?group_id=77xFv7RyEda8gjncZw9E,http://myneta.info/ls2014/candidate.php?candidate_id=2386
2406,56,VIDHYADHAR NAGAR,No,Graduate,Abdul Aziz in Rajasthan 2013,0,Y,IPGP,44000,0,http://myneta.info/compare_profile.php?group_id=77xFv7RyEda8gjncZw9E,http://myneta.info/rajasthan2013/candidate.php?candidate_id=317
2407,36,Gwalior,No,12th Pass,ALOK JOSHI in Lok Sabha 2009,0,Y,IND,210600,0,http://myneta.info/compare_profile.php?group_id=M35PdUKr3STER7MvrEuK,http://myneta.info/ls2009/candidate.php?candidate_id=5117
2408,35,Gwalior,No,12th Pass,ALOK JOSHI in Madhya Pradesh 2008,0,Y,IND,70600,0,http://myneta.info/compare_profile.php?group_id=M35PdUKr3STER7MvrEuK,http://myneta.info/2008mp/candidate.php?candidate_id=1848
2409,38,Gwalior,No,Literate,LAKHPAT SINGH KIRAR in Lok Sabha 2009,0,Y,ASP,1819000,20000,http://myneta.info/compare_profile.php?group_id=9YB2wqLfHSmsyUJoaJf,http://myneta.info/ls2009/candidate.php?candidate_id=5114
2410,37,Bhitarwar,No,Graduate,LAKHPAT SINGH KIRAR in Madhya Pradesh 2008,0,Y,ASP,1795000,70000,http://myneta.info/compare_profile.php?group_id=9YB2wqLfHSmsyUJoaJf,http://myneta.info/2008mp/candidate.php?candidate_id=1490
2411,54,ARUNACHAL EAST,No,Graduate,Wangman Lowangcha in Loksabha 2014,0,Y,PPA,46162501,0,http://myneta.info/compare_profile.php?group_id=bqRjU5Hi2u7GRKd97j7c,http://myneta.info/ls2014/candidate.php?candidate_id=876
2412,50,Khonsa East,No,Graduate,Wangman Lowangcha in Arunachal Pradesh 2009,0,Y,BJP,121540000,0,http://myneta.info/compare_profile.php?group_id=bqRjU5Hi2u7GRKd97j7c,http://myneta.info/an2009/candidate.php?candidate_id=145
2415,43,BELLARY,Yes,Graduate,B Sreeramulu in Loksabha 2014,8,Y,BJP,151392844,4050947,http://myneta.info/compare_profile.php?group_id=gyZrTKrRQJzeBi6eVddU,http://myneta.info/ls2014/candidate.php?candidate_id=2162
2416,42,BELLARY,Yes,Graduate,B. Sreeramulu in Karnataka 2013,7,Y,BSRC,379832728,150457529,http://myneta.info/compare_profile.php?group_id=gyZrTKrRQJzeBi6eVddU,http://myneta.info/karnataka2013/candidate.php?candidate_id=212
2417,41,BELLARY : BYE-ELECTION ON 15-11-2011,Yes,Graduate,B. Sriramulu in Bye-Election Karnataka,8,Y,IND,477436869,150457529,http://myneta.info/compare_profile.php?group_id=gyZrTKrRQJzeBi6eVddU,http://myneta.info/karnatakbye/candidate.php?candidate_id=3
2418,37,Bellary,Yes,Graduate,B.SREERAMULU in Karnataka 2008,12,Y,BJP,192216627,0,http://myneta.info/compare_profile.php?group_id=gyZrTKrRQJzeBi6eVddU,http://myneta.info/karnatka2008/candidate.php?candidate_id=358
2419,49,BELLARY,Yes,12th Pass,R. Ravinayaka in Loksabha 2014,2,Y,JD(S),5286536,273603,http://myneta.info/compare_profile.php?group_id=UW82aZATPiM79KzVabHX,http://myneta.info/ls2014/candidate.php?candidate_id=2163
2420,49,NARASIMHARAJA,Yes,10th Pass,R.Ravindra Kumar in Karnataka 2013,3,Y,AIADMK,11690046,768256,http://myneta.info/compare_profile.php?group_id=UW82aZATPiM79KzVabHX,http://myneta.info/karnataka2013/candidate.php?candidate_id=2670
2421,59,PATEL NAGAR,No,Graduate Professional,Krishna Tirath in Delhi Election 2015,0,Y,BJP,128805664,0,http://myneta.info/compare_profile.php?group_id=6ASefEx8waYDjeZY6yzD,http://myneta.info/delhi2015/candidate.php?candidate_id=359
2422,58,NORTH WEST DELHI,No,Graduate,Krishna Tirath in Loksabha 2014,0,Y,INC,56882796,0,http://myneta.info/compare_profile.php?group_id=6ASefEx8waYDjeZY6yzD,http://myneta.info/ls2014/candidate.php?candidate_id=872
2423,0,MINISTER,No,Not Given,Smt. Krishna Tirath in Union Council of Ministers  2011,0,N,INC,27779000,0,http://myneta.info/compare_profile.php?group_id=6ASefEx8waYDjeZY6yzD,http://myneta.info/unionministers2011/candidate.php?candidate_id=35
2424,54,North West Delhi,No,Graduate Professional,KIRSHNA TIRATH in Lok Sabha 2009,0,Y,INC,21146350,0,http://myneta.info/compare_profile.php?group_id=6ASefEx8waYDjeZY6yzD,http://myneta.info/ls2009/candidate.php?candidate_id=7617
2425,49,Karol Bagh,No,Graduate Professional,KRISHNA TIRATH in Lok Sabha 2004,0,Y,INC,6415254,0,http://myneta.info/compare_profile.php?group_id=6ASefEx8waYDjeZY6yzD,http://myneta.info/loksabha2004/candidate.php?candidate_id=2781
2426,41,SIWAN,No,Graduate,Hena Sahab in Loksabha 2014,0,Y,RJD,74095721,0,http://myneta.info/compare_profile.php?group_id=n2GPGCtsxnR7CyCWFKre,http://myneta.info/ls2014/candidate.php?candidate_id=9173
2427,36,Siwan,Yes,Graduate,HenaShahab in Lok Sabha 2009,1,Y,RJD,20219931,293000,http://myneta.info/compare_profile.php?group_id=n2GPGCtsxnR7CyCWFKre,http://myneta.info/ls2009/candidate.php?candidate_id=885
2428,67,VAISHALI,Yes,Doctorate,Raghuvansh Prasad Singh in Loksabha 2014,2,Y,RJD,18095679,33346,http://myneta.info/compare_profile.php?group_id=dmzu5UZgq28JKQ3dNMwD,http://myneta.info/ls2014/candidate.php?candidate_id=9176
2429,62,Vaishali,No,Doctorate,RAGHUVANSH PRASAD SINGH in Lok Sabha 2009,0,Y,RJD,6169238,214137,http://myneta.info/compare_profile.php?group_id=dmzu5UZgq28JKQ3dNMwD,http://myneta.info/ls2009/candidate.php?candidate_id=3148
2430,51,VAISHALI,Yes,Graduate,Rama Kishore Singh in Loksabha 2014,4,Y,LJP,21610218,3323006,http://myneta.info/compare_profile.php?group_id=iqLqMRgBBjsR2BDp,http://myneta.info/ls2014/candidate.php?candidate_id=9179
2431,47,Mahnar,Yes,Graduate,Rama Kishore Singh in Bihar 2010,4,N,LJP,12367577,1545274,http://myneta.info/compare_profile.php?group_id=iqLqMRgBBjsR2BDp,http://myneta.info/bih2010/candidate.php?candidate_id=1416
2432,44,BELLARY,No,Others,G Nataraja in Loksabha 2014,0,Y,Karunaadu Party,885000,0,http://myneta.info/compare_profile.php?group_id=8h2Xg4BrkPPjToiNPPd3,http://myneta.info/ls2014/candidate.php?candidate_id=2156
2433,43,KUDLIGI,No,12th Pass,G.Nataraja in Karnataka 2013,0,Y,IND,590000,40000,http://myneta.info/compare_profile.php?group_id=8h2Xg4BrkPPjToiNPPd3,http://myneta.info/karnataka2013/candidate.php?candidate_id=1702
2434,35,MALKAJGIRI,No,10th Pass,Kante Sayanna in Loksabha 2014,0,Y,IND,1807000,0,http://myneta.info/compare_profile.php?group_id=AZpw3jLhzRRGvpJxqgxA,http://myneta.info/ls2014/candidate.php?candidate_id=7875
2435,35,MEDAK : BYE ELECTION ON 13-09-2014,No,10th Pass,Kante Sayanna in Loksabha 2014,0,Y,IND,1552000,0,http://myneta.info/compare_profile.php?group_id=AZpw3jLhzRRGvpJxqgxA,http://myneta.info/ls2014/candidate.php?candidate_id=9878
2440,62,Khagaria,Yes,Graduate Professional,RAVINDAR KR. RANA in Lok Sabha 2009,8,Y,RJD,9950448,2645058,http://myneta.info/compare_profile.php?group_id=mKENGb6cEi7NEGf6q6W,http://myneta.info/ls2009/candidate.php?candidate_id=4996
2441,58,Khagaria,Yes,Graduate Professional,RABINDRA KU. RANA in Lok Sabha 2004,1,Y,RJD,6336271,0,http://myneta.info/compare_profile.php?group_id=mKENGb6cEi7NEGf6q6W,http://myneta.info/loksabha2004/candidate.php?candidate_id=642
2442,60,J &K4,No,Post Graduate,Ghulam Nabi Azad in Rajya Sabha  Affidavits,0,Y,INC,8580676,0,http://myneta.info/compare_profile.php?group_id=MxxrVWAd3vnNsTohSNm4,http://myneta.info/rajsab09aff/candidate.php?candidate_id=58
2443,65,UDHAMPUR,No,Post Graduate,Ghulam Nabi Azad in Loksabha 2014,0,Y,INC,41389590,0,http://myneta.info/compare_profile.php?group_id=MxxrVWAd3vnNsTohSNm4,http://myneta.info/ls2014/candidate.php?candidate_id=2785
2444,60,Bhaderwah,No,Post Graduate,GHULAM NABI AZAD in Jammu & Kashmir 2008,0,Y,INC,8545676,0,http://myneta.info/compare_profile.php?group_id=MxxrVWAd3vnNsTohSNm4,http://myneta.info/jk2008/candidate.php?candidate_id=829
2445,43,RANAGHAT,Yes,Graduate,Archana Biswas in Loksabha 2014,12,Y,CPI(M),3550053,0,http://myneta.info/compare_profile.php?group_id=E9ieKakmMbhjAsFzwwN8,http://myneta.info/ls2014/candidate.php?candidate_id=9435
2446,40,RANAGHAT UTTAR PURBA (SC),No,Graduate,Archana Biswas in West Bengal 2011,0,Y,CPM,932629,113441,http://myneta.info/compare_profile.php?group_id=E9ieKakmMbhjAsFzwwN8,http://myneta.info/westbengal2011/candidate.php?candidate_id=331
2447,54,CHANDIGARH,No,10th Pass,Jasmer Singh in Loksabha 2014,0,Y,IND,5355500,290000,http://myneta.info/compare_profile.php?group_id=kPimkmXKhqiHCkNuHAaN,http://myneta.info/ls2014/candidate.php?candidate_id=890
2448,50,S.A.S. NAGAR,No,Others,Jasmer Singh in Punjab 2012,0,Y,SAD(A)(Simranjit Singh Mann),4840000,0,http://myneta.info/compare_profile.php?group_id=kPimkmXKhqiHCkNuHAaN,http://myneta.info/pb2012/candidate.php?candidate_id=620
2449,51,YAMUNANAGAR,No,Post Graduate,Arvind Kumar Sharma in Haryana Election 2014,0,Y,BSP,35428444,15584114,http://myneta.info/compare_profile.php?group_id=AfWmDS2qBh4hWJV66sW,http://myneta.info/haryana2014/candidate.php?candidate_id=466
2450,51,JULANA,No,Post Graduate,Arvind Kumar Sharma in Haryana Election 2014,0,Y,BSP,35428444,15584114,http://myneta.info/compare_profile.php?group_id=AfWmDS2qBh4hWJV66sW,http://myneta.info/haryana2014/candidate.php?candidate_id=845
2451,51,KARNAL,No,Post Graduate,Arvind Kumar Sharma in Loksabha 2014,0,Y,INC,35428444,15584114,http://myneta.info/compare_profile.php?group_id=AfWmDS2qBh4hWJV66sW,http://myneta.info/ls2014/candidate.php?candidate_id=205
2452,46,Karnal,No,Post Graduate,ARVIND KUMAR SHARMA in Lok Sabha 2009,0,Y,INC,19071256,0,http://myneta.info/compare_profile.php?group_id=AfWmDS2qBh4hWJV66sW,http://myneta.info/ls2009/candidate.php?candidate_id=6590
2453,42,Karnal,No,Post Graduate,ARVIND KUMAR SHARMA in Lok Sabha 2004,0,Y,INC,5736332,0,http://myneta.info/compare_profile.php?group_id=AfWmDS2qBh4hWJV66sW,http://myneta.info/loksabha2004/candidate.php?candidate_id=1252
2454,35,Kannauj,No,Graduate Professional,AKHILESH YADAV in Lok Sabha 2009,0,Y,SP,48582202,7726354,http://myneta.info/compare_profile.php?group_id=DLL9U3t8iXAsU7jkZzx2,http://myneta.info/ls2009/candidate.php?candidate_id=7289
2455,35,Firozabad,No,Graduate Professional,AKHILESH YADAV in Lok Sabha 2009,0,Y,SP,44409557,7726354,http://myneta.info/compare_profile.php?group_id=DLL9U3t8iXAsU7jkZzx2,http://myneta.info/ls2009/candidate.php?candidate_id=7759
2456,31,Kannauj,No,Post Graduate,AKHILESH YADAV in Lok Sabha 2004,0,Y,SP,23142705,0,http://myneta.info/compare_profile.php?group_id=DLL9U3t8iXAsU7jkZzx2,http://myneta.info/loksabha2004/candidate.php?candidate_id=4517
2457,46,Mandi,No,Graduate,SHAN MOHAMMAD in Lok Sabha 2009,0,Y,IND,1946000,60000,http://myneta.info/compare_profile.php?group_id=EJLaEtJGWYcd2WiKuPfK,http://myneta.info/ls2009/candidate.php?candidate_id=7832
2458,41,Mandi,No,Graduate,SHAN MOHAMMAD in Lok Sabha 2004,0,Y,IND,6342500,70000,http://myneta.info/compare_profile.php?group_id=EJLaEtJGWYcd2WiKuPfK,http://myneta.info/loksabha2004/candidate.php?candidate_id=1371
2459,59,AJMER,No,Doctorate,Sanwar Lal Jat in Loksabha 2014,0,Y,BJP,18064656,0,http://myneta.info/compare_profile.php?group_id=dt94nPRvNNXPu9LhkFWj,http://myneta.info/ls2014/candidate.php?candidate_id=3412
2460,58,NASIRABAD,No,Doctorate,Sanwar Lal in Rajasthan 2013,0,Y,BJP,23655371,0,http://myneta.info/compare_profile.php?group_id=dt94nPRvNNXPu9LhkFWj,http://myneta.info/rajasthan2013/candidate.php?candidate_id=1045
2461,53,Nasirabad,No,Doctorate,Sawar Lal in Rajasthan 2008,0,Y,BJP,10350883,83614,http://myneta.info/compare_profile.php?group_id=dt94nPRvNNXPu9LhkFWj,http://myneta.info/rj2008/candidate.php?candidate_id=10
2462,46,SULTANPUR,Yes,12th Pass,Pawan Pandey in Loksabha 2014,32,Y,BSP,43045869,971957,http://myneta.info/compare_profile.php?group_id=pPMi4w9zj6yFJEVCs8TA,http://myneta.info/ls2014/candidate.php?candidate_id=8446
2463,38,Akbarpur,Yes,12th Pass,PAWAN PANDEY in Uttar Pradesh 2007,30,Y,AD,2983451,406569,http://myneta.info/compare_profile.php?group_id=pPMi4w9zj6yFJEVCs8TA,http://myneta.info/up2007/candidate.php?candidate_id=1836
2464,43,BILASPUR,No,12th Pass,Dilip Kumar Koshle in Loksabha 2014,0,Y,IND,2764540,1150000,http://myneta.info/compare_profile.php?group_id=C98D7BQ3pZXyGGrVrPpL,http://myneta.info/ls2014/candidate.php?candidate_id=3984
2465,43,BILHA,No,12th Pass,Dileep Kumar Kosle in Chhattisgarh 2013,0,Y,IND,14821846,1419000,http://myneta.info/compare_profile.php?group_id=C98D7BQ3pZXyGGrVrPpL,http://myneta.info/chhattisgarh2013/candidate.php?candidate_id=387
2466,41,KANPUR,No,Graduate,Anil Awasthi in Loksabha 2014,0,Y,AITC,969443,0,http://myneta.info/compare_profile.php?group_id=BfMqrXvkBC2jyrDRuJQB,http://myneta.info/ls2014/candidate.php?candidate_id=5716
2467,39,KIDWAI NAGAR,No,Graduate,Anil Awasthi (Ram Ji)  in Uttar Pradesh 2012,0,Y,CPI,872937,48000,http://myneta.info/compare_profile.php?group_id=BfMqrXvkBC2jyrDRuJQB,http://myneta.info/up2012/candidate.php?candidate_id=4396
2468,80,KANPUR,Yes,Doctorate,Dr.Murli Manohar Joshi in Loksabha 2014,1,Y,BJP,78410008,0,http://myneta.info/compare_profile.php?group_id=HeuSJaZpAnNEpjobXbk,http://myneta.info/ls2014/candidate.php?candidate_id=5714
2469,68,CHANDIGARH,No,10th Pass,Khem Lal Bansal in Loksabha 2014,0,Y,Inqalab Vikas Dal,76108195,900000,http://myneta.info/compare_profile.php?group_id=ZfcbDbfhobp5C3xPgoZ,http://myneta.info/ls2014/candidate.php?candidate_id=593
2470,63,Chandigarh,No,Graduate Professional,KHEM LAL BANSAL in Lok Sabha 2009,0,Y,IND,35323500,350000,http://myneta.info/compare_profile.php?group_id=ZfcbDbfhobp5C3xPgoZ,http://myneta.info/ls2009/candidate.php?candidate_id=8306
2471,43,GUNA,No,Post Graduate,Jyotiraditya M. Scindia in Loksabha 2014,0,Y,INC,330888751,795000,http://myneta.info/compare_profile.php?group_id=CuMRLvPLSYJu2BeyWKWm,http://myneta.info/ls2014/candidate.php?candidate_id=2933
2472,0,MINISTER,No,Not Given,Shri Jyotiraditya Madhavrao Scindia in Union Council of Ministers  2011,0,N,INC,326634959,0,http://myneta.info/compare_profile.php?group_id=CuMRLvPLSYJu2BeyWKWm,http://myneta.info/unionministers2011/candidate.php?candidate_id=44
