,IPC_sections,Other,serial_no,type,url,year_election
6601,"[143, 188]"," Crime No-304/12,Sec 2 Of Prevention Of Insult To National Honour Act ", 4,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6602,"[143, 188, 291, 149]", Crime No-306/12 , 5,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6603,"[147, 148, 294B, 353, 188, 506(ii)]"," Crime No-369/12,3 Of TNDDPL Act ", 6,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6604,"[341, 294B, 307, 506(ii)]"," Crime No-374/12,3 Of TNDDPl Act ", 7,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6605,"[147, 148, 447, 294B, 436, 307, 506(ii)]", Crime No-375/12 , 8,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6606,"[143, 188, 157, 291A, 294B, 149, 187, 353]", Crime No-151/12 , 9,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6607,"[143, 188, 157, 291, 149]", Crime No-152/12 , 10,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6608,"[143, 188, 157, 291, 149]", Crime No-153/12 , 11,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6609,"[143, 188, 157, 291, 149]", Crime No-155/12 , 12,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6610,"[143, 188, 157, 291, 149]", Crime No-156/12 , 13,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6611,"[143, 188, 157, 291, 149, 120B]", Crime No-157/12 , 14,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6612,"[143, 188, 151, 153A, 500, 120B]", Crime No-158/12 , 15,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6613,"[143, 188, 157, 291, 149]", Crime No-159/12 , 16,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6614,"[143, 188, 157, 291, 149]", Crime No-160/12 , 17,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6615,"[143, 188, 157, 291]", Crime No-161/12 , 18,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6616,"[147, 148, 341, 294B, 307, 323, 324, 506(II), 379]", Crime No-165/12 , 19,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6617,"[147, 148, 452, 435, 380(N.P)]"," Crime No-175/12,Sec 3 And 4 TNPPDL Act ", 20,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6618,"[143, 188, 157, 291, 149]", Crime No-46/12 , 21,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6619,"[143, 188, 157, 291, 149]", Crime No-47/12 , 22,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6620,"[143, 188, 157, 291, 149]", Crime No-48/12 , 23,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6621,"[143, 188, 157, 291, 149]", Crime No-49/12 , 24,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6622,"[143, 188, 157, 291, 149]", Crime No-51/12 , 25,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6623,"[143, 188, 157, 291, 149]", Crime No-53/12 , 26,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6624,"[143, 188, 157, 291, 149]", Crime No-54/12 , 27,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6625,"[143, 188, 157, 291, 149]", Crime No-55/12 , 28,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6626,"[143, 188, 157, 291, 149]", Crime No-57/12 , 29,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6627,"[143, 188, 120B, 157, 291, 149]", Crime No-58/12 , 30,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6628,"[143, 188, 341, 157, 291, 149]", Crime No-59/12 , 31,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6629,"[143, 188, 120B, 157, 291, 149]", Crime No-60/12 , 32,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6630,"[143, 188, 120B, 157, 291, 149]", Crime No-62/12 , 33,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6631,"[143, 188, 157, 291, 149]", Crime No-64/12 , 34,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6632,"[143, 188, 157, 291, 149]", Crime No-66/12 , 35,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6633,"[143, 188, 157, 291, 149]", Crime No-68/12 , 36,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6634,"[143, 188, 157, 291, 149]", Crime No-71/12 , 37,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6635,"[143, 188, 157, 291, 149]", Crime No-72/12 , 38,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6636,"[147, 148, 342, 323, 353, 294B, 121, 153A, 506(II)]"," 66 R/W 43 Of IT Act 2008,Crime No-76/12 ", 39,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6637,"[143, 188, 157, 291, 149]", Crime No-77/12 , 40,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6638,"[143, 188, 157, 291, 149]", Crime No-78/12 , 41,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6639,"[143, 188, 157, 291, 149]", Crime No-83/12 , 42,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6640,"[143, 188, 157, 291, 149]", Crime No-87/12 , 43,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6641,"[143, 188, 157, 291, 149]", Crime No-90/12 , 44,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6642,"[143, 188, 157, 291, 149]", Crime No-96/12 , 45,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6643,"[143, 188, 157, 291, 149]", Crime No-100/12 , 46,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6644,"[143, 188, 157, 353, 291, 500, 149]", Crime No-45/12 , 47,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6645,"[143, 188, 157, 291, 149]", Crime No-43/12 , 48,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6646,"[143, 188, 157, 291, 149]", Crime No-42/12 , 49,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6647,"[143, 188, 157, 291, 149]", Crime No-39/12 , 50,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6648,"[143, 188, 157, 291, 149]", Crime No-41/12 , 51,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6649,"[143, 188, 157, 291, 149]", Crime No-38/12 , 52,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6650,"[143, 188, 157, 291, 149]", Crime No-37/12 , 53,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6651,"[143, 188, 157, 291, 149]", Crime No-36/12 , 54,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6652,"[143, 188, 157, 291, 149]", Crime No-35/12 , 55,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6653,"[143, 188, 157, 291, 149]", Crime No-34/12 , 56,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6654,"[143, 188, 157, 291, 149]", Crime No-33/12 , 57,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6655,"[143, 188, 341, 149, 157, 291]", Crime No-30/12 , 58,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6656,"[143, 188, 157, 291, 149]", Crime No-31/12 , 59,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6657,"[143, 188, 157, 291, 149]", Crime No-29/12 , 60,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6658,"[143, 188, 157, 291, 149]", Crime No-28/12 , 61,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6659,"[143, 188, 157, 291, 149]", Crime No-27/12 , 62,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6660,"[143, 188, 157, 291, 149]", Crime No-25/12 , 63,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6661,"[143, 188, 157, 291, 149]", Crime No-23/12 , 64,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6662,"[143, 188, 157, 291, 149]", Crime No-21/12 , 65,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6663,"[143, 188, 157, 291, 149]", Crime No-20/12 , 66,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6664,"[143, 188, 157, 291, 149]", Crime No-18/12 , 67,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6665,"[143, 188, 157, 291, 149]", Crime No-16/12 , 68,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6666,"[143, 188, 157, 291, 149]", Crime No-14/12 , 69,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6667,"[143, 188, 157, 291, 149]", Crime No-13/12 , 70,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6668,"[143, 188, 157, 291, 149]", Crime No-10/12 , 71,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6669,"[143, 188, 157, 291, 149]", Crime No-9/12 , 72,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6670,"[143, 188, 157, 291, 149]", Crime No-8/12 , 73,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6671,"[143, 188, 157, 291, 149]", Crime No-6/12 , 74,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6672,"[143, 188, 157, 291, 149]", Crime No-3/12 , 75,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6673,"[143, 188, 291, 120B, 149]", Crime No-266/12 , 76,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6674,"[143, 188, 124A, 153B, 291, 149]", Crime No-228/12 , 77,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6675,"[143, 147, 188, 291, 149]", Crime No-231/12 , 78,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6676,"[143, 188, 291, 149, 153B]", Crime No-236/12 , 79,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6677,"[143, 188, 157, 291, 149]", Crime No-102/12 , 80,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6678,"[143, 188, 157, 291, 149]", Crime No-103/12 , 81,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6679,"[143, 188, 157, 291, 149]", Crime No-104/12 , 82,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6680,"[143, 188, 291, 149]", Crime No-107/12 , 83,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6681,"[143, 188, 291, 157, 149, 283]", Crime No-110/12 , 84,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6682,"[143, 188, 157, 291, 149]", Crime No-111/12 , 85,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6683,"[143, 188, 157, 291, 149]", Crime No-115/12 , 86,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6684,"[143, 188, 157, 291, 149]", Crime No-117/12 , 87,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6685,"[143, 188, 157, 291, 149]", Crime No-119/12 , 88,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6686,"[143, 188, 157, 291, 149]", Crime No-120/12 , 89,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6687,"[143, 188, 157, 291, 149]", Crime No-121/12 , 90,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6688,"[143, 188, 157, 291, 149]", Crime No-123/12 , 91,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6689,"[143, 188, 157, 291, 149]", Crime No-126/12 , 92,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6690,[]," Udaykumar And 19 Named Others,130 Unnamed Other,Crime No-127/12 ", 93,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6691,[]," Udaykumar And 19 Named Others,80 Unnamed Other,Crime No-129/12 ", 94,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6692,"[143, 188, 157, 291, 149]", Crime No-130/12 , 95,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6693,"[143, 188, 157, 291, 149]", Crime No-131/12 , 96,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6694,"[143, 188, 157, 291, 149]", Crime No-132/12 , 97,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6695,"[143, 188, 157, 291, 149]", Crime No-133/12 , 98,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6696,"[143, 188, 157, 291, 149]", Crime No-134/12 , 99,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6697,"[143, 147, 148, 151, 121A, 188, 431]"," Crime No-135/12,3 Of TNPPPDL Act ", 100,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6698,"[143, 147, 148, 151, 121A, 188, 437]"," Crime No-136/12,3 Of TNPPPDL Act. ", 101,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6699,"[143, 188, 157, 291, 149]", Crime No-137/12 , 102,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6700,"[143, 188, 157, 291, 149]", Crime No-138/12 , 103,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6701,"[143, 188, 157, 291, 149]", Crime No-139/12 , 104,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6702,"[143, 188, 157, 291, 149]", Crime No-143/12 , 105,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6703,"[143, 188, 157, 291, 149]", Crime No-145/12 , 106,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6704,"[143, 188, 157, 291, 149]", Crime No-146/12 , 107,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6705,"[143, 157, 188, 291, 149]", Crime No-147/12 , 108,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6706,"[143, 147, 188, 149]", Crime No-184/12 , 109,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6707,"[143, 147, 188, 149]", Crime No-185/12 , 110,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6708,"[143, 147, 188, 149]", Crime No-187/12 , 111,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6709,"[143, 147, 188, 149]", Crime No-190/12 , 112,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6710,"[143, 147, 153B, 188, 149]", Crime No-194/12 , 113,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6711,"[143, 147, 124A, 153B, 157, 188, 291, 505(I)(b), 149]", Crime No-195/12 , 114,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6712,"[143, 147, 188, 149]", Crime No-197/12 , 115,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6713,[]," SP udaykumar+27 Accused+2475 Unnamed Accused,Crime No-199/12 ", 116,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6714,"[143, 188, 147, 291, 149]", Crime No-200/12 , 117,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6715,"[143, 147, 188, 291, 149]", Crime No-201/12 , 118,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6716,"[143, 147, 188, 291, 149]", Crime No-202/12 , 119,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6717,"[124A, 153B, 143, 147, 188, 291, 149]", Crime No-206/12 , 120,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6718,"[143, 147, 188, 291, 149]", Crime No-208/12 , 121,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6719,"[147, 341]"," Crime No-217/12,3 Of TNPPDL Act ", 122,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6720,"[120B, 143, 188, 153B, 109]", Crime No-224/12 , 123,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6721,"[294B, 355, 506(II)]"," Crime No-328/12,Sec 3 Of TNPPDL Act ", 124,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6722,"[143, 188, 291, 149]", Crime No-329/12 , 125,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6723,"[147, 148, 294B, 353, 188, 506(II)]"," Crime No-330/12,Sec 3 Of TNPPDL Act ", 126,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6724,"[147, 148, 294B, 853, 188, 506(II)]"," Crime No-331/12,Sec 3 Of TNPPDL Act ", 127,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6725,"[147, 124A, 294B, 120B, 506(II)]", Crime No-332/12 , 128,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6726,"[147, 148, 294B, 353, 188, 395(NP), 506(II)]"," Crime No-334/12,Sec 3 Of TNPPDl Act ", 129,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6727,"[294B, 506(I)]", Crime No-337/12 , 130,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6728,"[143, 188, 291, 149]", Crime No-338/12 , 131,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6729,"[147, 188, 150, 374, 291, 149]"," Crime No-339/12,Sec 23 Of JJ Act,Sec 13 Of Unlawful Assembly Act ", 132,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6730,"[147, 148, 294B, 353, 188, 506(II)]"," Crime No-340/12,Sec 3 Of TNPPDl Act ", 133,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6731,"[147, 148, 452, 436, 294B, 307]"," Crime No-341/12,Sec 3 And 4 Of TNPPDL Act ", 134,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6732,"[147, 148, 452, 436, 395, 149]"," Crime No-342/12,Sec 4 Of TNPPDL Act ", 135,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6733,"[147, 148, 353, 431, 188, 291, 294B, 121, 121A, 124A, 307, 149]"," Crime No-343/12,144 CrPC,Sec 3 Of TNPPDL Act,Sec 4 Of ES Act ", 136,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6734,"[147, 148, 353, 431, 188, 291, 294B, 121, 121A, 124A, 307, 149]"," 144 CrPC,Crime No-344/12,Sec 3 Of TNPPDL Act,Sec 4 Of ES Act ", 137,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6735,"[147, 148, 452, 188, 332, 307, 150, 374, 121, 149]"," Crime No-345/12,Sec 23 Of JJ Act,13 Of Unlawful Assembly Act ", 138,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6736,"[147, 148, 431, 188, 332, 353, 291, 121, 121A, 124A, 307, 149]"," 144CrpC,Crime No-346/12,Sec 3 Of TnPPDl Act,Sec 13 Of Unlawful Act ", 139,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6737,"[147, 148, 353, 431, 121A, 124A, 395, 307, 149]"," Crime No-348/12,Sec 3 Of TNPPDL Act ", 140,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6738,"[143, 188, 291, 149]", Crime No-358/12 , 141,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6739,"[147, 148, 188, 332, 353, 455, 234B, 307, 427, 149]"," Crime No-349/12, 144 CrPc, Sec 3 Of TNPPDL Act ", 142,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6740,"[147, 148, 353, 431, 188, 291, 294B, 121, 121A, 124A, 307, 149]"," Crime No-350/12,144Cr PC,Sec 3 Of TNPPDl Act ", 143,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6741,"[147, 148, 353, 431, 188, 291, 294B, 121, 124A, 307, 149]"," Crime No-351/12,144 CrPC,Sec 3 Of TnPPDL Act. ", 144,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6742,"[147, 148, 294B, 307, 342, 436, 506(II), 149]", Crime No-359/12 , 145,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6743,"[147, 148, 353, 342, 333, 365, 294B, 397, 307, 149]"," Crime No-352/12,Sec 13 of Unlawful Assembly Prevention Act 1967 ", 146,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6744,"[147, 148, 447]", Crime No-353/12 , 147,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6745,"[147, 148, 447, 436, 506(II)]"," Crime No-354/12,TNPPDL ", 148,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6746,"[143, 188, 291, 149]", Crime No-365/12 , 149,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6747,"[147, 148, 341, 294B, 506(II)]"," Crime No-366/12,Sec 3 Of TNPPDL Act ", 150,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6748,"[147, 341, 188, 34]", Crime No-240/11 , 151,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6749,"[143, 188, 34]", Crime No-242/11 , 152,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6750,"[143, 188, 34]", Crime No-243/11 , 153,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6751,"[143, 188, 34]", Crime No-244/11 , 154,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6752,"[186, 341, 294B, 506(I), 34]", Crime No-245/11 , 155,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6753,"[147, 186, 341, 34]", Crime No-246/11 , 156,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6754,"[143, 188, 34]", Crime No-248/11 , 157,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6755,"[147, 188, 34]", Crime No-249/11 , 158,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6756,"[147, 188, 34]", Crime No-250/11 , 159,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6757,"[143, 188, 34]", Crime No-252/11 , 160,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
6758,"[143, 188, 34]", Crime No-254/11 , 161,Cogniz,http://myneta.info/ls2014/candidate.php?candidate_id=3966,2014
